GenreLink,Genre,NumberOfPeople
/work/shelves/96440,spirituality,9
/work/shelves/96440,ciencia,6
/work/shelves/96440,mind,5
/work/shelves/96440,quantum-mechanics,5
/work/shelves/96440,library,5
/work/shelves/96430,02,1
/work/shelves/96430,hmm,1
/work/shelves/96430,wikipedia,1
/work/shelves/96430,2022,1
/work/shelves/96430,filosofi-2000,1
/work/shelves/96436,library,1
/work/shelves/96436,science-nonfic,1
/work/shelves/96436,wise,1
/work/shelves/96436,to-read-nonfic,1
/work/shelves/96436,put-down-for-a-while-will-read-lat,1
/work/shelves/96436,physics-mathematics-فيزياء-رياضيات,1
/work/shelves/96437,reference-textbook,1
/work/shelves/96437,text-books,1
/work/shelves/96437,agustin-casa,1
/work/shelves/96437,hope-to-read,1
/work/shelves/96437,red,1
/work/shelves/96437,biblioteca,1
/work/shelves/96437,engg,1
/work/shelves/96437,things-to-figure-out,1
/work/shelves/96439,scienze,1
/work/shelves/96439,boxed,1
/work/shelves/96443,to-read,95
/work/shelves/96443,currently-reading,10
/work/shelves/96448,to-read,16
/work/shelves/96448,optics,3
/work/shelves/96448,quantum,2
/work/shelves/96440,psychology,5
/work/shelves/96440,wishlist,5
/work/shelves/96440,books-i-own,4
/work/shelves/96440,ebooks,4
/work/shelves/96440,popular-science,4
/work/shelves/96440,neuroscience,3
/work/shelves/96430,read-asap,1
/work/shelves/96430,philosophy-history_of,1
/work/shelves/96430,کامران-ولی,1
/work/shelves/96430,to-consider,1
/work/shelves/96430,3-audiobook-2,1
/work/shelves/96430,non-ficton,1
/work/shelves/96430,oxford-very-short-introd,1
/work/shelves/96436,philosophy-فلسفة-وفكر,1
/work/shelves/96436,never-again,1
/work/shelves/96436,n-science,1
/work/shelves/96436,intellectual-enzymes,1
/work/shelves/96436,curious-but-not-committed,1
/work/shelves/96436,curious,1
/work/shelves/96437,pantheism,1
/work/shelves/96437,possess,1
/work/shelves/96437,blue,1
/work/shelves/96437,fiz-ref,1
/work/shelves/96437,school,1
/work/shelves/96443,paranormal,7
/work/shelves/96443,non-fiction,3
/work/shelves/96443,science,3
/work/shelves/96443,own,3
/work/shelves/96443,audible,2
/work/shelves/96448,physics,2
/work/shelves/96448,quantum-mechanics,1
/work/shelves/96448,default,1
/work/shelves/96448,theory,1
/work/shelves/96448,science,1
/work/shelves/96448,light,1
/work/shelves/96440,kindle,3
/work/shelves/96440,2016,3
/work/shelves/96440,science-and-spirituality,3
/work/shelves/96440,2014,3
/work/shelves/96440,math,3
/work/shelves/96440,history,3
/work/shelves/257237,to-read,90
/work/shelves/257237,science,12
/work/shelves/96430,مقدمه-قصيره-جدا,1
/work/shelves/96430,philosopy,1
/work/shelves/96430,remember,1
/work/shelves/96430,2020-reads,1
/work/shelves/96430,next-shopping-spree,1
/work/shelves/96430,german,1
/work/shelves/96436,owned-ones,1
/work/shelves/96436,fisica,1
/work/shelves/96436,divulgazione,1
/work/shelves/96436,1280-physics-and-universe,1
/work/shelves/96436,hardcovers-to-get,1
/work/shelves/96436,critical-thinking,1
/work/shelves/96436,on-hold,1
/work/shelves/96437,quantum-physics-of-atoms-molecules,1
/work/shelves/96437,phys-math-astro,1
/work/shelves/96437,favorites,1
/work/shelves/96437,atomic,1
/work/shelves/96437,it-wikipedia,1
/work/shelves/96437,portuguese,1
/work/shelves/96437,mathematics-science,1
/work/shelves/96437,physics-math-astronomy,1
/work/shelves/96443,nonfiction,2
/work/shelves/96443,occult,2
/work/shelves/96443,nonf,1
/work/shelves/96443,lek,1
/work/shelves/96443,fizika,1
/work/shelves/96443,ezo,1
/work/shelves/96443,on-the-shelf,1
/work/shelves/96443,audiobooks,1
/work/shelves/96448,general,1
/work/shelves/96448,experiments,1
/work/shelves/96440,own,3
/work/shelves/96440,quantum-theory,3
/work/shelves/96440,research,3
/work/shelves/96440,metaphysics,3
/work/shelves/96440,kindle_o,2
/work/shelves/96440,2019,2
/work/shelves/257237,currently-reading,6
/work/shelves/257237,physics,6
/work/shelves/257237,default,4
/work/shelves/257237,quantum-mechanics,2
/work/shelves/257237,owned,2
/work/shelves/257237,reference,2
/work/shelves/257237,non-fiction,2
/work/shelves/96430,francophone,1
/work/shelves/96430,science-culture-philosophy-to-read,1
/work/shelves/96430,nonfiction,1
/work/shelves/96430,2-philosophy-related,1
/work/shelves/96430,others,1
/work/shelves/96430,masters-prep,1
/work/shelves/96430,rrii,1
/work/shelves/96436,owned-read-give,1
/work/shelves/96436,2quantumproject,1
/work/shelves/96436,science-and-technology,1
/work/shelves/96436,quantum,1
/work/shelves/96436,want-2-re-read,1
/work/shelves/96436,read-2016,1
/work/shelves/96436,october,1
/work/shelves/96436,to-continue-later,1
/work/shelves/96437,math,1
/work/shelves/96437,learning,1
/work/shelves/96437,università,1
/work/shelves/96437,01-11-physics,1
/work/shelves/96443,my-audible-bookshelf,1
/work/shelves/96443,prophecy,1
/work/shelves/96443,science-medicine-and-psychology,1
/work/shelves/96443,paranormal-occult,1
/work/shelves/96440,wish-list,2
/work/shelves/96440,fisica,2
/work/shelves/96440,default,2
/work/shelves/96440,cosmology,2
/work/shelves/96440,2015,2
/work/shelves/96440,science-math,2
/work/shelves/257237,rack_002,1
/work/shelves/257237,smithsonian,1
/work/shelves/257237,teaching-school,1
/work/shelves/257237,scientists,1
/work/shelves/257237,mind-body-spirit,1
/work/shelves/257237,unread,1
/work/shelves/96430,filosofía-e-historia,1
/work/shelves/96430,مترجم,1
/work/shelves/96430,كتب-متنوعة,1
/work/shelves/96430,pdf,1
/work/shelves/96430,2020,1
/work/shelves/96436,shelfari-wishlist,1
/work/shelves/96436,heavy,1
/work/shelves/96436,set-aside,1
/work/shelves/96436,2015-read,1
/work/shelves/96436,physics-books,1
/work/shelves/96443,paranormal-investigation,1
/work/shelves/96443,books-i-own,1
/work/shelves/96443,conspiracies-and-ufos,1
/work/shelves/96443,sci-fi,1
/work/shelves/96443,spirituality-paranormal,1
/work/shelves/96440,conciousness,2
/work/shelves/96440,science-physics,2
/work/shelves/96440,favourites,2
/work/shelves/96440,unfinished,2
/work/shelves/96440,mechanics,2
/work/shelves/96440,want-to-read,2
/work/shelves/257237,old,1
/work/shelves/257237,blue-room-shelves,1
/work/shelves/257237,domain,1
/work/shelves/257237,2019-book-list,1
/work/shelves/257237,career,1
/work/shelves/257237,science-non-fiction,1
/work/shelves/96430,general-philosophy,1
/work/shelves/96430,philosophy-wtr,1
/work/shelves/96430,a-political-philosophy-reader,1
/work/shelves/96436,new-100,1
/work/shelves/96436,want-to-own,1
/work/shelves/96436,read-2015,1
/work/shelves/96436,consciousness,1
/work/shelves/96443,paperback,1
/work/shelves/96443,lpotl,1
/work/shelves/96443,thought,1
/work/shelves/96443,conspiracy-occult,1
/work/shelves/96443,ghost-stories,1
/work/shelves/96443,reality-dreams,1
/work/shelves/96443,development,1
/work/shelves/96440,astronomy,2
/work/shelves/96440,learning,2
/work/shelves/96440,non-fiction-science,2
/work/shelves/96440,my-books,2
/work/shelves/96440,nature,2
/work/shelves/96440,physics-quantum,2
/work/shelves/257237,europe,1
/work/shelves/257237,box-001,1
/work/shelves/257237,nonf,1
/work/shelves/257237,filoz,1
/work/shelves/96436,brain,1
/work/shelves/96436,astronomy-and-physics,1
/work/shelves/96436,books-we-own,1
/work/shelves/96436,physics-math,1
/work/shelves/96443,nonfiction-paranormal,1
/work/shelves/96443,time-travel,1
/work/shelves/96443,reference,1
/work/shelves/96443,philosophy,1
/work/shelves/96443,metaphysics,1
/work/shelves/96440,fred-kuttner,2
/work/shelves/96440,bruce-rosenblum,2
/work/shelves/96440,to-buy,2
/work/shelves/96440,science-mathematics,2
/work/shelves/96440,reference,2
/work/shelves/96440,physics-and-cosmology,2
/work/shelves/257237,z-science-fr-right,1
/work/shelves/257237,i-own,1
/work/shelves/257237,fizika,1
/work/shelves/257237,pop-sci,1
/work/shelves/257237,30p,1
/work/shelves/257237,wiskunde,1
/work/shelves/257237,science-mathematics,1
/work/shelves/96443,history,1
/work/shelves/96443,demonology,1
/work/shelves/96443,favorites,1
/work/shelves/96443,wish-list,1
/work/shelves/96443,metaphysics-paranormal-psychic,1
/work/shelves/96443,paranormal-non-fiction,1
/work/shelves/96443,waitin-confirmation-for-readin-pu,1
/work/shelves/96443,333am,1
/work/shelves/96440,1-5-sal,1
/work/shelves/96440,not-sure,1
/work/shelves/96440,int-adv-magick,1
/work/shelves/96440,lt-physics,1
/work/shelves/96440,essay,1
/work/shelves/257237,h21,1
/work/shelves/257237,science-technology,1
/work/shelves/257237,educational,1
/work/shelves/257237,academic,1
/work/shelves/96446,to-read,21
/work/shelves/96446,physics,3
/work/shelves/96443,science-books,1
/work/shelves/96443,bedroom-upper-right,1
/work/shelves/96443,ghost-para-info,1
/work/shelves/96443,physics,1
/work/shelves/96443,spirituality,1
/work/shelves/96443,at-gadsden-library,1
/work/shelves/96443,parapsychology,1
/work/shelves/96443,quantum-physics,1
/work/shelves/96440,history-of-science,1
/work/shelves/96440,pd,1
/work/shelves/96440,2020,1
/work/shelves/96440,science-and-nature,1
/work/shelves/96446,puzzles-problems,1
/work/shelves/96446,puzzles,1
/work/shelves/96446,textbooks,1
/work/shelves/96446,textbook-reference,1
/work/shelves/96446,favorites,1
/work/shelves/96446,science-math,1
/work/shelves/96446,problem-solving,1
/work/shelves/96446,b_owned-paper-book,1
/work/shelves/96443,ghosts-and-paranormal,1
/work/shelves/96440,2011-release,1
/work/shelves/96440,the-end-of-materialism,1
/work/shelves/96440,my-library,1
/work/shelves/96440,recommended,1
/work/shelves/96440,read-2021,1
/work/shelves/96440,fave-best,1
/work/shelves/96440,comprar,1
/work/shelves/96446,dig-it,1
/work/shelves/96446,ntter-og-tidsfordriv,1
/work/shelves/96446,physics-problems,1
/work/shelves/96446,its-there,1
/work/shelves/96440,divulgacion-cientifica,1
/work/shelves/96440,maybe,1
/work/shelves/96440,may-be,1
/work/shelves/96440,translation,1
/work/shelves/96440,spanish,1
/work/shelves/96440,mathematics,1
/work/shelves/96440,has-typos-and-innaccuracies,1
/work/shelves/96440,essay-studies,1
/work/shelves/96446,my-library,1
/work/shelves/96440,o,1
/work/shelves/96440,quantum-philosophy-inspirations,1
/work/shelves/96440,to-read-science,1
/work/shelves/96440,spirituality-occult-and-mysticism,1
/work/shelves/2725813,to-read,7
/work/shelves/2725813,math,2
/work/shelves/2725813,nonf,1
/work/shelves/96440,mind-body-spirit,1
/work/shelves/96440,amazon-audio,1
/work/shelves/96440,metafísica-y-biología,1
/work/shelves/96440,not-interested,1
/work/shelves/96440,juande,1
/work/shelves/96440,ensayo,1
/work/shelves/2725813,mat,1
/work/shelves/2725813,fizika,1
/work/shelves/2725813,bookcase2,1
/work/shelves/2725813,quantum-groups,1
/work/shelves/2725813,default,1
/work/shelves/2725813,books-of-interests,1
/work/shelves/96440,dharma,1
/work/shelves/96440,nfnf,1
/work/shelves/96440,scientia-and-mathematica,1
/work/shelves/96440,space,1
/work/shelves/96440,order-ebooks,1
/work/shelves/96440,future-want-to-read,1
/work/shelves/96440,nonfiction-to-read,1
/work/shelves/96454,to-read,34
/work/shelves/96454,physics,11
/work/shelves/96454,science,4
/work/shelves/96454,quantum,3
/work/shelves/96454,currently-reading,3
/work/shelves/96454,own,2
/work/shelves/96454,textbooks,2
/work/shelves/96454,erakon-iloksi,1
/work/shelves/96454,reference,1
/work/shelves/96454,university,1
/work/shelves/96454,unread-engineering-books,1
/work/shelves/96454,critical,1
/work/shelves/96454,genre-unknown,1
/work/shelves/96454,audio_wanted,1
/work/shelves/96454,b_owned-paper-book,1
/work/shelves/96454,wishlist,1
/work/shelves/96454,location-own,1
/work/shelves/96454,a-non-fiction,1
/work/shelves/96454,past-read,1
/work/shelves/96454,great,1
/work/shelves/96454,physics-and-math,1
/work/shelves/96454,education,1
/work/shelves/96454,default,1
/work/shelves/96454,genre-condensed_matter,1
/work/shelves/96454,ebooks,1
/work/shelves/96454,teran-library,1
/work/shelves/96454,all-books,1
/work/shelves/96454,science-and-maths,1
/work/shelves/96454,basement,1
/work/shelves/96454,scienze,1
/work/shelves/96454,of-interest,1
/work/shelves/96454,owned-ebooks,1
/work/shelves/96454,buku-buku-kuliah,1
/work/shelves/96454,library,1
/work/shelves/96454,quantum-mechanics,1
/work/shelves/96454,theory,1
/work/shelves/96454,study,1
/work/shelves/96454,problems,1
/work/shelves/96454,guides,1
/work/shelves/96454,exercises,1
/work/shelves/96454,etc,1
/work/shelves/96454,aids,1
/work/shelves/96454,resource,1
/work/shelves/96454,required-reading,1
/work/shelves/96452,to-read,154
/work/shelves/96452,currently-reading,22
/work/shelves/96452,science,4
/work/shelves/96452,spirituality,3
/work/shelves/96452,non-fiction,2
/work/shelves/96452,philosophy,2
/work/shelves/96452,metaphysical-philosophy-spiritual,1
/work/shelves/96452,spiritualism,1
/work/shelves/96452,shelved,1
/work/shelves/96452,donthave,1
/work/shelves/96452,esoteric-books-i-want-to-read,1
/work/shelves/96452,natural-philosophy,1
/work/shelves/96452,tcp,1
/work/shelves/96452,leituras-2020,1
/work/shelves/96452,abandoned,1
/work/shelves/96452,mohnish-pabrai,1
/work/shelves/96452,biblioteca,1
/work/shelves/96452,shelf-main,1
/work/shelves/96452,z-read-in-2010,1
/work/shelves/96452,wisdom-philosophy,1
/work/shelves/96452,unfinished,1
/work/shelves/96452,to-buy,1
/work/shelves/96452,synthesis,1
/work/shelves/96452,soul-searching,1
/work/shelves/96452,self-development,1
/work/shelves/96452,scienze,1
/work/shelves/96452,science-physics,1
/work/shelves/96452,science-nature,1
/work/shelves/96452,science-math,1
/work/shelves/96452,religion,1
/work/shelves/96452,psychology,1
/work/shelves/96452,psyche-of,1
/work/shelves/96452,pol_not-for-best-self,1
/work/shelves/96452,meaning-life-etc,1
/work/shelves/96452,in-portuguese,1
/work/shelves/96452,health,1
/work/shelves/96452,g_india-and,1
/work/shelves/96452,favorites,1
/work/shelves/96452,dharma,1
/work/shelves/96452,abandoned-or-skipped,1
/work/shelves/96452,2017,1
/work/shelves/96452,spark,1
/work/shelves/96452,religion-spirituality,1
/work/shelves/96452,orient,1
/work/shelves/96452,fizika,1
/work/shelves/96452,ezo,1
/work/shelves/96452,nonfiction-general,1
/work/shelves/96452,melony-bedroom,1
/work/shelves/96452,physics,1
/work/shelves/96452,philosophy-of-consciousness,1
/work/shelves/96452,metaphysics,1
/work/shelves/96452,cosmology,1
/work/shelves/96452,cosmos,1
/work/shelves/96452,philosophy-spirituality,1
/work/shelves/96452,wanted-books,1
/work/shelves/96452,compeletd-reading,1
/work/shelves/96452,own-shelf,1
/work/shelves/96452,for-mom-dad,1
/work/shelves/96452,metaphysical,1
/work/shelves/96452,religion-morality,1
/work/shelves/96452,pov-content_indian-am,1
/work/shelves/96452,a-2-interest-wo-urgency,1
/work/shelves/96452,global,1
/work/shelves/96452,form_complexia,1
/work/shelves/96452,fiction-not-at-all,1
/work/shelves/96450,to-read,4
/work/shelves/96450,physics,2
/work/shelves/96450,still-to-read,1
/work/shelves/96450,ebooks,1
/work/shelves/96450,it-wikipedia,1
/work/shelves/96450,really-want-to-read,1
/work/shelves/96450,quantum,1
/work/shelves/96450,historical,1
/work/shelves/96455,to-read,52
/work/shelves/96455,physics,8
/work/shelves/96455,currently-reading,3
/work/shelves/96455,science,2
/work/shelves/96455,quantum,2
/work/shelves/96455,sci-phy-ref,1
/work/shelves/96455,critical,1
/work/shelves/96455,audio_wanted,1
/work/shelves/96455,embryriddle,1
/work/shelves/96455,b_owned-paper-book,1
/work/shelves/96455,wishlist,1
/work/shelves/96455,18-هندسة-الإتصالات,1
/work/shelves/96455,buku,1
/work/shelves/96455,science-tech,1
/work/shelves/96455,books-i-own,1
/work/shelves/96455,own-paperback,1
/work/shelves/96455,educational,1
/work/shelves/96455,don-books,1
/work/shelves/96455,erich-y-susana-conrad,1
/work/shelves/96455,biblioteca-erich-estante-11,1
/work/shelves/96455,owned,1
/work/shelves/96455,engineering,1
/work/shelves/96455,mathematics,1
/work/shelves/96455,owned-books,1
/work/shelves/96455,default,1
/work/shelves/96455,of-interest,1
/work/shelves/96455,reference,1
/work/shelves/96455,visible-on-website,1
/work/shelves/96455,relativity,1
/work/shelves/96455,particle,1
/work/shelves/96455,modern,1
/work/shelves/96455,physics-text,1
/work/shelves/96455,science-and-math,1
/work/shelves/96455,five-stars-books,1
/work/shelves/96451,to-read,53
/work/shelves/96451,non-fiction,2
/work/shelves/96451,science,2
/work/shelves/96451,self-discovery-improvement,1
/work/shelves/96451,science-all,1
/work/shelves/96451,astronomy-cosmology-the-universe,1
/work/shelves/96451,undated,1
/work/shelves/96453,to-read,45
/work/shelves/96451,physical,1
/work/shelves/96451,2011-reads,1
/work/shelves/96451,physics,1
/work/shelves/96451,default,1
/work/shelves/96453,science,3
/work/shelves/96453,currently-reading,2
/work/shelves/96453,read-part-stopped,1
/work/shelves/96453,physics,1
/work/shelves/96453,owned-not-read,1
/work/shelves/96453,default,1
/work/shelves/96447,to-read,2618
/work/shelves/96451,2014,1
/work/shelves/96451,physical-book,1
/work/shelves/96451,d-2,1
/work/shelves/96451,other,1
/work/shelves/96451,library,1
/work/shelves/96453,to-read-science,1
/work/shelves/96447,currently-reading,237
/work/shelves/96447,science,170
/work/shelves/96447,physics,74
/work/shelves/96447,non-fiction,69
/work/shelves/96447,nonfiction,20
/work/shelves/96451,second-hand-bookshop-wishlist,1
/work/shelves/96451,science-maths-computing,1
/work/shelves/96451,humour,1
/work/shelves/96451,20th-century,1
/work/shelves/96451,1990-1999,1
/work/shelves/96451,currently-reading,1
/work/shelves/96451,read-and-reread,1
/work/shelves/96451,to-read-non-fiction,1
/work/shelves/96447,owned,19
/work/shelves/96447,quantum-physics,13
/work/shelves/96447,popular-science,11
/work/shelves/96447,own,11
/work/shelves/96447,default,9
/work/shelves/96447,audiobook,6
/work/shelves/96451,humor,1
/work/shelves/96447,quantum,6
/work/shelves/96447,audiobooks,5
/work/shelves/96447,science-physics,4
/work/shelves/96447,quantum-mechanics,4
/work/shelves/96447,to-buy,4
/work/shelves/96447,to-read-nonfiction,4
/work/shelves/96447,science-math,4
/work/shelves/96447,favorites,4
/work/shelves/96447,reference,4
/work/shelves/96447,audible,3
/work/shelves/96447,maths-physics,3
/work/shelves/96447,ciencia,3
/work/shelves/96447,2017,3
/work/shelves/96447,2016,3
/work/shelves/96447,scienza,3
/work/shelves/96447,adult,3
/work/shelves/96447,science-technology,3
/work/shelves/96447,owned-books,3
/work/shelves/96447,wishlist,3
/work/shelves/96447,2020,2
/work/shelves/96447,bookshelf,2
/work/shelves/96447,2019,2
/work/shelves/96447,2018,2
/work/shelves/96447,science-and-maths,2
/work/shelves/96447,space,2
/work/shelves/96447,home,2
/work/shelves/96447,science-popular,2
/work/shelves/96447,physics-math,2
/work/shelves/96447,audio,2
/work/shelves/96447,audio-book,2
/work/shelves/96447,borrowed,2
/work/shelves/96447,read-in-2016,2
/work/shelves/96447,kindle,2
/work/shelves/96447,2015,2
/work/shelves/96447,library,2
/work/shelves/1516276,to-read,277
/work/shelves/96457,to-read,259
/work/shelves/96447,favourites,2
/work/shelves/96447,read-in-2013,2
/work/shelves/96447,physics-and-cosmology,2
/work/shelves/96447,physical-science,2
/work/shelves/96447,at-library,2
/work/shelves/1516276,currently-reading,31
/work/shelves/1516276,travel,29
/work/shelves/1516276,non-fiction,15
/work/shelves/1516276,history,13
/work/shelves/1516276,oxford,12
/work/shelves/96457,science,29
/work/shelves/96457,physics,14
/work/shelves/96457,non-fiction,10
/work/shelves/96457,currently-reading,10
/work/shelves/96457,popular-science,3
/work/shelves/96447,math-science,2
/work/shelves/96447,chemistry,2
/work/shelves/96447,science-philosophy,2
/work/shelves/96447,sci,2
/work/shelves/96447,not-sure,1
/work/shelves/1516276,nonfiction,10
/work/shelves/1516276,england,7
/work/shelves/1516276,travel-books,3
/work/shelves/1516276,europe,3
/work/shelves/4781753,to-read,5
/work/shelves/4781753,programming,2
/work/shelves/96457,2007,3
/work/shelves/96457,nonfiction,3
/work/shelves/96457,reference,2
/work/shelves/96457,nonfiction-to-read,2
/work/shelves/96457,wishlist,2
/work/shelves/96447,secundarios,1
/work/shelves/96447,i-have-e-book-decide-when-to-read,1
/work/shelves/96447,quantum-maths,1
/work/shelves/96447,books,1
/work/shelves/96447,zz-export,1
/work/shelves/1516276,travel-writing,2
/work/shelves/1516276,default,2
/work/shelves/1516276,owned-books,2
/work/shelves/1516276,book-lust,2
/work/shelves/1516276,owned,2
/work/shelves/4781753,currently-reading,1
/work/shelves/4781753,used-to-own,1
/work/shelves/4781753,math,1
/work/shelves/4781753,maths,1
/work/shelves/4781753,computers,1
/work/shelves/96460,to-read,9
/work/shelves/96460,currently-reading,2
/work/shelves/96460,physics,2
/work/shelves/96457,technology-science,1
/work/shelves/96457,science-home-lib,1
/work/shelves/96457,export,1
/work/shelves/96457,owned,1
/work/shelves/96457,front-room,1
/work/shelves/96457,unsure,1
/work/shelves/96457,started,1
/work/shelves/96447,philosophy-of-physics,1
/work/shelves/96447,one-week,1
/work/shelves/96447,history-philosophy-politics,1
/work/shelves/96447,25-math-n-physics,1
/work/shelves/96447,x-authors-of-color,1
/work/shelves/96447,science-futurology-others,1
/work/shelves/1516276,books-i-own,2
/work/shelves/1516276,cities,2
/work/shelves/1516276,british-history,2
/work/shelves/1516276,9003,2
/work/shelves/1516276,essays,2
/work/shelves/96460,science,2
/work/shelves/96460,great,1
/work/shelves/96460,default,1
/work/shelves/96460,personal-library,1
/work/shelves/96460,reference-science,1
/work/shelves/96457,pop-science,1
/work/shelves/96457,owns,1
/work/shelves/96457,tbr-non-fiction,1
/work/shelves/96457,blinded-by-science,1
/work/shelves/96457,the-natural-world,1
/work/shelves/96457,library,1
/work/shelves/96457,nonf,1
/work/shelves/96447,considering,1
/work/shelves/96447,a-physics-and-outer-space,1
/work/shelves/96447,ebook-library,1
/work/shelves/96447,scientific-literature,1
/work/shelves/96447,наука-изследвания-критика-учебници,1
/work/shelves/96447,to-read-later,1
/work/shelves/1516276,travelogue,1
/work/shelves/1516276,2021,1
/work/shelves/1516276,éditions_oxford-press,1
/work/shelves/1516276,z-écrivain_jrr-tolkien,1
/work/shelves/1516276,z-écrivain_cs-lewis,1
/work/shelves/96460,quantum,1
/work/shelves/96460,mechanics,1
/work/shelves/96460,library,1
/work/shelves/96460,own,1
/work/shelves/96460,reading_in_parall<br/>el,1
/work/shelves/96457,2018,1
/work/shelves/96457,books-i-own,1
/work/shelves/96457,assigned-in-school,1
/work/shelves/96457,科學-sciene,1
/work/shelves/96457,中正藏-ccu-library-collection,1
/work/shelves/96447,ensayo,1
/work/shelves/96447,tbr,1
/work/shelves/96447,physical-books,1
/work/shelves/96447,2021,1
/work/shelves/96447,u-mathematics-science,1
/work/shelves/1516276,x_2015-reads,1
/work/shelves/1516276,uk-ireland,1
/work/shelves/1516276,travel_travellers,1
/work/shelves/1516276,travel-exploration-culture,1
/work/shelves/1516276,travel-b,1
/work/shelves/96457,paper-book,1
/work/shelves/96457,digital,1
/work/shelves/96457,books08,1
/work/shelves/96457,science-and-nature,1
/work/shelves/96457,science-to-read,1
/work/shelves/96457,fizika,1
/work/shelves/96447,science-home-lib,1
/work/shelves/96447,occult-science,1
/work/shelves/96447,owned-but-not-read,1
/work/shelves/96447,mine,1
/work/shelves/96447,a-audiobook,1
/work/shelves/96447,chemistry-and-medicine,1
/work/shelves/96447,ebooks,1
/work/shelves/96447,not-sure-if-i-will-read-but-own-it,1
/work/shelves/1516276,tr-books-i-own,1
/work/shelves/1516276,r-geography,1
/work/shelves/1516276,on-my-own,1
/work/shelves/1516276,not-interested,1
/work/shelves/1516276,misc-non-crap-non-fiction,1
/work/shelves/1516276,military,1
/work/shelves/96457,english,1
/work/shelves/96457,正體書-traditional-chinese,1
/work/shelves/96457,to-read-science-and-philosophy,1
/work/shelves/96457,did-not-finish,1
/work/shelves/96457,nonfiction-physics,1
/work/shelves/96457,nature,1
/work/shelves/96457,library-book,1
/work/shelves/96467,to-read,206
/work/shelves/96447,to-read-philosophy-n-theory,1
/work/shelves/96447,z1-temp,1
/work/shelves/96447,o,1
/work/shelves/96447,_x-0_nonfiction,1
/work/shelves/96447,university-physics,1
/work/shelves/96447,science-history-politics,1
/work/shelves/96447,cuántica-y-atracción,1
/work/shelves/96447,1110-physics,1
/work/shelves/96447,1000-non-fiction,1
/work/shelves/96447,1-saggi-bio-reportage,1
/work/shelves/1516276,memoir,1
/work/shelves/1516276,his-all-history,1
/work/shelves/1516276,female-authors,1
/work/shelves/1516276,favourites,1
/work/shelves/1516276,english-history-general,1
/work/shelves/1516276,england-is-a-village,1
/work/shelves/1516276,crit,1
/work/shelves/1516276,book-list-2012,1
/work/shelves/1516276,bedside,1
/work/shelves/1516276,archaeology-travel,1
/work/shelves/1516276,_royaume-uni-et-irlande,1
/work/shelves/1516276,__époque_1960s-1970s,1
/work/shelves/1516276,hist-modern,1
/work/shelves/1516276,2015-2019,1
/work/shelves/1516276,2020,1
/work/shelves/96457,microhistory,1
/work/shelves/96457,general-science,1
/work/shelves/96457,reviewed,1
/work/shelves/96457,فلسفة-العلم,1
/work/shelves/96457,read-as-a-kid,1
/work/shelves/96457,misc,1
/work/shelves/96457,history,1
/work/shelves/96457,little-atoms,1
/work/shelves/96457,own,1
/work/shelves/96457,you-have,1
/work/shelves/96457,shelf-30,1
/work/shelves/96457,ebooks,1
/work/shelves/96457,shelf-16,1
/work/shelves/96467,queer,25
/work/shelves/96467,comics,21
/work/shelves/96467,graphic-novels,20
/work/shelves/96467,graphic-novel,15
/work/shelves/96467,humor,14
/work/shelves/96467,lgbt,12
/work/shelves/96447,0-not-owned,1
/work/shelves/96447,backlog,1
/work/shelves/96447,physik-astronomie,1
/work/shelves/1516276,travel-europe,1
/work/shelves/1516276,in-shelf,1
/work/shelves/1516276,fic-female,1
/work/shelves/1516276,barb,1
/work/shelves/1516276,_nonfiction,1
/work/shelves/1516276,in-my-library,1
/work/shelves/1516276,hard-copy,1
/work/shelves/1516276,jill,1
/work/shelves/1516276,_royaume-uni_oxford,1
/work/shelves/1516276,the-pantheon,1
/work/shelves/1516276,1-to-read-own,1
/work/shelves/1516276,owned-unread,1
/work/shelves/96457,books-to-re-read,1
/work/shelves/96457,متنوع,1
/work/shelves/96457,want,1
/work/shelves/96457,bookmark,1
/work/shelves/96457,sure,1
/work/shelves/96457,essentials,1
/work/shelves/96457,canon,1
/work/shelves/96457,ramit-reading-list,1
/work/shelves/96457,want-to-read,1
/work/shelves/96467,fiction,11
/work/shelves/96467,lesbian,8
/work/shelves/96467,comics-graphic-novels,7
/work/shelves/96467,own,6
/work/shelves/96467,feminism,6
/work/shelves/96467,comix,6
/work/shelves/96467,glbt,5
/work/shelves/96467,favorites,4
/work/shelves/96467,lgbtq,4
/work/shelves/96467,graphic-novels-comics,4
/work/shelves/96467,graphic,4
/work/shelves/96467,2014,3
/work/shelves/1516276,rereading,1
/work/shelves/1516276,jan-morris,1
/work/shelves/1516276,to-buy,1
/work/shelves/1516276,places,1
/work/shelves/1516276,unfinished,1
/work/shelves/1516276,women,1
/work/shelves/1516276,british-irish,1
/work/shelves/1516276,20th-century,1
/work/shelves/142568,to-read,25405
/work/shelves/142568,picture-books,1046
/work/shelves/142568,childrens,607
/work/shelves/96457,general-science-math-technology,1
/work/shelves/96457,didn-t-finish,1
/work/shelves/96457,personal-library,1
/work/shelves/96457,to-re-read,1
/work/shelves/96457,2008,1
/work/shelves/96457,and,1
/work/shelves/96457,stalled,1
/work/shelves/96457,2010,1
/work/shelves/96457,memoryandtime,1
/work/shelves/96457,♡,1
/work/shelves/96457,2006,1
/work/shelves/96467,library,3
/work/shelves/96467,comic-books,3
