GenreLink,Genre,NumberOfPeople
/work/shelves/539670,currently-reading,7
/work/shelves/3222638,currently-reading,1
/work/shelves/3222638,new-england,1
/work/shelves/3222638,to-listen,1
/work/shelves/3222638,cthulhu-mythos-and-lovecraft,1
/work/shelves/3222638,biography-and-essays,1
/work/shelves/3222638,audio-wanted,1
/work/shelves/3222638,2020,1
/work/shelves/3222638,ebook_wanted,1
/work/shelves/3222638,owned-physical,1
/work/shelves/3222638,nf-tr-lit-1ovrvw-dno,1
/work/shelves/3222638,owned-not-read-yet,1
/work/shelves/539670,biography,6
/work/shelves/539670,lovecraftian,5
/work/shelves/539670,historical-fiction,5
/work/shelves/539670,own,5
/work/shelves/539670,favorites,5
/work/shelves/539670,graphic,5
/work/shelves/539670,non-fiction,4
/work/shelves/539670,vertigo-comics,4
/work/shelves/539670,vertigo,4
/work/shelves/539670,2017,3
/work/shelves/539670,2014,3
/work/shelves/539670,graphic-novels-comics,3
/work/shelves/539670,comix,3
/work/shelves/3222638,gothic-weird,1
/work/shelves/3222638,saggi,1
/work/shelves/3222638,hpl,1
/work/shelves/3222638,biblioteca-del-fantastico,1
/work/shelves/3222638,essay-collection,1
/work/shelves/3222638,weird-fiction,1
/work/shelves/3222638,owned-books,1
/work/shelves/3222638,non-fiction,1
/work/shelves/539670,2021,2
/work/shelves/539670,2020,2
/work/shelves/539670,2019,2
/work/shelves/539670,banda-desenhada,2
/work/shelves/539670,novela-grafica,2
/work/shelves/539670,dc-comics,2
/work/shelves/3222638,lovecraft-mytho-books,1
/work/shelves/3222638,da-consultazione,1
/work/shelves/3222638,default,1
/work/shelves/3222638,to-read--dno-culture-lit,1
/work/shelves/539670,weird-fiction,2
/work/shelves/539670,2018,2
/work/shelves/539670,2016,2
/work/shelves/539670,graphic_novel,2
/work/shelves/539670,terror,2
/work/shelves/539670,2015,2
/work/shelves/3222638,to-read--do-not-own--non-fiction,1
/work/shelves/3222638,essays-and-critical-writing,1
/work/shelves/3222638,to-read-dno-non-fiction,-1
/work/shelves/3222638,to-read-dno-culture-lit,-1
/work/shelves/539670,necronomicon,2
/work/shelves/539670,default,2
/work/shelves/539670,graphic-novels-and-comic-books,2
/work/shelves/539670,reviewed,2
/work/shelves/539670,speculative-fiction,2
/work/shelves/539670,horror-thriller,2
/work/shelves/539670,tegneserier,2
/work/shelves/539670,cosmic-horror,2
/work/shelves/539670,comics-and-graphic-novels,2
/work/shelves/539670,graphic-novels-and-comics,2
/work/shelves/539670,cthulhu,2
/work/shelves/539670,finished,2
/work/shelves/539670,fumetti,2
/work/shelves/539670,books-about-books,2
/work/shelves/539670,metafiction,2
/work/shelves/539670,philosophy,2
/work/shelves/539670,read-in-danish,2
/work/shelves/539670,books-i-own,2
/work/shelves/539670,ecomic,1
/work/shelves/539670,dc-vertigo,1
/work/shelves/539670,read-graphic-novels,1
/work/shelves/539670,mythos,1
/work/shelves/539670,graphic-novels-dc,1
/work/shelves/539670,in-melcat,1
/work/shelves/539670,leídos-en-2020,1
/work/shelves/539670,mitologia-cthulhu,1
/work/shelves/539670,komiks,1
/work/shelves/539670,i-own-wishlist,1
/work/shelves/539670,cthulhu-e-afins,1
/work/shelves/539670,hq-us-dc-vertigo,1
/work/shelves/96489,to-read,156
/work/shelves/539670,revisar,1
/work/shelves/539670,en-la-mira,1
/work/shelves/539670,based-on,1
/work/shelves/539670,unshelved,1
/work/shelves/539670,ficção-científica,1
/work/shelves/96489,non-fiction,12
/work/shelves/96489,currently-reading,9
/work/shelves/96489,horror,4
/work/shelves/96489,history,3
/work/shelves/96489,science-fiction,3
/work/shelves/96489,cthulhu-mythos,3
/work/shelves/96489,nonfiction,3
/work/shelves/539670,estadounidense,1
/work/shelves/539670,nonsuperhero-graphic,1
/work/shelves/539670,κόμικς,1
/work/shelves/539670,biographies,1
/work/shelves/539670,supernatural,1
/work/shelves/96489,lovecraftian,2
/work/shelves/96489,to-read-nonfiction,2
/work/shelves/96489,own,2
/work/shelves/96489,mobius,2
/work/shelves/539670,own-read,1
/work/shelves/539670,read-graphic-novels-trades,1
/work/shelves/539670,unowned-unread,1
/work/shelves/539670,real-people-in-fiction,1
/work/shelves/96489,need-to-buy,2
/work/shelves/96489,lovecraftiana,2
/work/shelves/96489,occult,2
/work/shelves/96489,ufo,2
/work/shelves/96489,books-i-own,2
/work/shelves/96489,delta-green,1
/work/shelves/96489,fiction-horror-yogsothothery,1
/work/shelves/539670,historical-sff_horror,1
/work/shelves/539670,graphic-novels_comics,1
/work/shelves/539670,to-have,1
/work/shelves/539670,next,1
/work/shelves/96489,cosmic-horror,1
/work/shelves/96489,pseudohistory,1
/work/shelves/96489,popular-culture-mass-media,1
/work/shelves/96489,mastermodeler,1
/work/shelves/96489,google-drive,1
/work/shelves/539670,want-to-read-don-t-own,1
/work/shelves/539670,no-ficcion,1
/work/shelves/539670,new-england,1
/work/shelves/539670,supercontext-podcast,1
/work/shelves/539670,next-comic-to-buy,1
/work/shelves/539670,biblioteca,1
/work/shelves/96489,ebook-bike-discovery,1
/work/shelves/96489,metaphysics-conspiracy,1
/work/shelves/96489,literary-studies,1
/work/shelves/96489,conspiracy-theory-research,1
/work/shelves/539670,to-buy,1
/work/shelves/539670,about-hp-lovecraft,1
/work/shelves/539670,roland-s-library,1
/work/shelves/539670,must-read,1
/work/shelves/539670,eugenio,1
/work/shelves/96489,weird-fiction,1
/work/shelves/96489,2018,1
/work/shelves/96489,ndfim,1
/work/shelves/96489,horror-gotico-thriller,1
/work/shelves/96489,oddities,1
/work/shelves/96489,unfinished,1
/work/shelves/96489,antropologi-and-sociologi,1
/work/shelves/539670,to-purchase,1
/work/shelves/96489,studies,1
/work/shelves/96489,the-arts,1
/work/shelves/96489,usa,1
/work/shelves/96489,library-book,1
/work/shelves/96489,science-knowledge,1
/work/shelves/96489,educational-wanna-reads,1
/work/shelves/96489,et,1
/work/shelves/96489,teologie-creștinism,1
/work/shelves/96489,framework,1
/work/shelves/96489,tr-non-fiction,1
/work/shelves/96489,to-buy-misc,1
/work/shelves/96489,to-read-not-owned,1
/work/shelves/96489,research,1
/work/shelves/96489,literature,1
/work/shelves/96489,science,1
/work/shelves/96489,reference,1
/work/shelves/96489,history-of-science,1
/work/shelves/96489,fantasy,1
/work/shelves/96489,forbidden-history,1
/work/shelves/96489,sci-fi,1
/work/shelves/96489,my-books-read,1
/work/shelves/96489,my-ebooks,1
/work/shelves/96489,owned-books,1
/work/shelves/96489,pulp-fantasy-horror,1
/work/shelves/96489,aliens,1
/work/shelves/96489,wish,1
/work/shelves/96489,ebook,1
/work/shelves/96489,paperback,1
/work/shelves/96489,wish-list,1
/work/shelves/96489,mythology,1
/work/shelves/96489,fortean,1
/work/shelves/96489,literary-theory-and-criticism,1
/work/shelves/96489,lovecraft,1
/work/shelves/96489,ancient-astronaut,1
/work/shelves/96489,forteana,1
/work/shelves/96489,owned,1
/work/shelves/96489,fiction,-1
/work/shelves/96493,to-read,395
/work/shelves/96493,horror,21
/work/shelves/96493,short-stories,8
/work/shelves/96493,currently-reading,8
/work/shelves/96493,fiction,6
/work/shelves/96493,anthologies,5
/work/shelves/96493,lovecraftian,5
/work/shelves/96493,weird-fiction,4
/work/shelves/96493,own,4
/work/shelves/96493,cthulhu-mythos,3
/work/shelves/96493,wishlist,3
/work/shelves/96493,anthology,2
/work/shelves/96493,books-i-own,2
/work/shelves/96493,to-buy,2
/work/shelves/96493,yog-sothothery,2
/work/shelves/96493,owned-books,2
/work/shelves/96493,hpl,2
/work/shelves/96493,experimental,2
/work/shelves/96493,horror-fiction,1
/work/shelves/96493,pila,1
/work/shelves/96493,owned-unsorted-limbo,1
/work/shelves/96493,lovecraftian-anthologies,1
/work/shelves/96493,books-i-want,1
/work/shelves/96493,00-inbox,1
/work/shelves/96493,horror-graphic-novel,1
/work/shelves/96493,fantasy-graphic-novel,1
/work/shelves/96493,starry-wisdom,1
/work/shelves/96493,novels,1
/work/shelves/96493,unread-shelf-project-2020,1
/work/shelves/96493,to-check-phantastes,1
/work/shelves/96493,to-check,1
/work/shelves/96493,to-read-graphic-novels-comics,1
/work/shelves/96493,jvdm-recommendations,1
/work/shelves/96493,collection,1
/work/shelves/96493,quiero-leer-y-no-está-en-español,1
/work/shelves/96493,short-story-collection,1
/work/shelves/96493,project-killing-moon,1
/work/shelves/96493,horror-and-weird,1
/work/shelves/96493,read-in-the-past,1
/work/shelves/96493,r-anth-h-s-20th-70-00-own,1
/work/shelves/96493,metal,1
/work/shelves/96493,horror-hunt,1
/work/shelves/96493,want-to-read-owned,1
/work/shelves/96493,later-books-i-have-owned,1
/work/shelves/96493,on-shelf,1
/work/shelves/96493,occult-fantastic-fiction-1950,1
/work/shelves/96493,graphic-novels,1
/work/shelves/96493,fantasy-horror,1
/work/shelves/96493,englishanthologie<br/>s,1
/work/shelves/96493,cthulhu-mythos-lovecraftian,1
/work/shelves/96493,author-shelf-lovecraft,1
/work/shelves/96493,speculative-fiction,1
/work/shelves/96493,not-interested,1
/work/shelves/96493,comics-graphic-novels,1
/work/shelves/96493,not-in-collection,1
/work/shelves/96493,contemporary-horror,1
/work/shelves/96493,my-husband-s-books,1
/work/shelves/96493,to-read-low-priority,1
/work/shelves/96493,i-will-not-read,1
/work/shelves/96493,collections,1
/work/shelves/96493,book-perk,1
/work/shelves/96493,library-of-the-weird,1
/work/shelves/96493,2016,1
/work/shelves/96493,science-fiction,1
/work/shelves/96493,a-favorite-book,1
/work/shelves/96493,fantasy,1
/work/shelves/96493,pub-1990s,1
/work/shelves/96493,d-m-mitchell,1
/work/shelves/96493,unread-cthluhu,1
/work/shelves/96493,zombies-and-scary-stuff,1
/work/shelves/96493,sci-fi-and-cool-stuff,1
/work/shelves/96493,to-read-fantasy,1
/work/shelves/96490,to-read,64
/work/shelves/96490,non-fiction,7
/work/shelves/96493,horror-mod,1
/work/shelves/96493,spec-fic,1
/work/shelves/96493,weird,1
/work/shelves/96493,transgression,1
/work/shelves/96493,nihiliterature,1
/work/shelves/96493,awesome,1
/work/shelves/96493,arkiv,1
/work/shelves/96490,film,5
/work/shelves/96490,lovecraftian,5
/work/shelves/96490,horror,4
/work/shelves/96490,lovecraft,3
/work/shelves/96490,currently-reading,3
/work/shelves/96490,default,2
/work/shelves/96490,owned,2
/work/shelves/96490,mythos,2
/work/shelves/96490,my-library,1
/work/shelves/96490,film-etc,1
/work/shelves/96493,to-read-horror,1
/work/shelves/96493,in-the-library,1
/work/shelves/96493,to-read-short-stories,1
/work/shelves/96493,lovecraftian-fiction,1
/work/shelves/96493,illustrated,1
/work/shelves/96493,biblioteca-cardinium,1
/work/shelves/96490,reference-works,1
/work/shelves/96490,horror-academia,1
/work/shelves/96490,speculative-fiction,1
/work/shelves/96490,reference-only,1
/work/shelves/96490,y2006,1
/work/shelves/96490,pop-culture,1
/work/shelves/96490,movies-and-tv-and-otr,1
/work/shelves/96490,lx_lovecraft-hp,1
/work/shelves/96493,biographies,1
/work/shelves/96493,essentials,1
/work/shelves/96493,canon,1
/work/shelves/96493,to-acquire,1
/work/shelves/96493,nautical-nightmares,1
/work/shelves/96493,anthologies-collections,1
/work/shelves/96493,lovecraftian-horror,1
/work/shelves/96493,giant-monsters,1
/work/shelves/96493,horror-theory-and-criticism,1
/work/shelves/96493,2012,1
/work/shelves/96493,literature,1
/work/shelves/96490,horror-science-fiction-buy,1
/work/shelves/96490,0_ham_a,1
/work/shelves/96490,001,1
/work/shelves/96490,cthulhu-mythos-fiction,1
/work/shelves/96490,nonfiction,1
/work/shelves/96490,film-theory,1
/work/shelves/96490,collection,1
/work/shelves/96490,h-p-lovecraft,1
/work/shelves/96490,companions-guides-etc,1
/work/shelves/96490,unowned,1
/work/shelves/96490,graphic-novels,1
/work/shelves/96490,owned-books,1
/work/shelves/96493,favorites,1
/work/shelves/96493,thrills-and-chills,1
/work/shelves/96493,heart-of-darkness,1
/work/shelves/96493,to-read-owned,1
/work/shelves/96490,donate,1
/work/shelves/96490,movies,1
/work/shelves/96490,horror-film,1
/work/shelves/96490,essays,1
/work/shelves/96490,reference,1
/work/shelves/96490,non-fiction-film,1
/work/shelves/96490,wishlist,1
/work/shelves/96490,random-nonfiction,1
/work/shelves/606861,to-read,83
/work/shelves/606861,horror,34
/work/shelves/96495,to-read,29
/work/shelves/96495,audio_wanted,4
/work/shelves/96495,lovecraft,4
/work/shelves/96495,audio-wanted,2
/work/shelves/96495,non-fiction,2
/work/shelves/606861,fiction,13
/work/shelves/606861,audiobooks,11
/work/shelves/606861,audiobook,10
/work/shelves/606861,audio,7
/work/shelves/606861,fantasy,6
/work/shelves/606861,2017,5
/work/shelves/606861,audio-books,5
/work/shelves/606861,short-stories,5
/work/shelves/606861,classics,4
/work/shelves/606861,currently-reading,4
/work/shelves/96495,horror,2
/work/shelves/96495,to-listen,1
/work/shelves/96495,00-inbox,1
/work/shelves/96495,ebook_wanted,1
/work/shelves/96495,owned,1
/work/shelves/96495,letter-collection,1
/work/shelves/96495,hpl,1
/work/shelves/606861,2019,3
/work/shelves/606861,audio_wanted,3
/work/shelves/606861,2018,3
/work/shelves/606861,2015,3
/work/shelves/606861,classic,3
/work/shelves/606861,sci-fi,2
/work/shelves/606861,horror-lovecraft,2
/work/shelves/606861,genre-fiction,2
/work/shelves/606861,weird-fiction,2
/work/shelves/606861,suspense,2
/work/shelves/606861,lovecraftian,2
/work/shelves/606861,2012,2
/work/shelves/96495,epistolari,1
/work/shelves/96495,biblioteca-del-fantastico,1
/work/shelves/96495,mystery,1
/work/shelves/96495,started,1
/work/shelves/96495,own,1
/work/shelves/96495,default,1
/work/shelves/606861,science-fiction,2
/work/shelves/606861,books,1
/work/shelves/606861,history,1
/work/shelves/606861,to-listen,1
/work/shelves/606861,2020-books,1
/work/shelves/606861,borrowed-library,1
/work/shelves/606861,horror-and-terror,1
/work/shelves/606861,format-audio,1
/work/shelves/606861,fiction-prose,1
/work/shelves/96495,lovecraftiana,1
/work/shelves/96495,nonfiction,1
/work/shelves/96495,currently-reading,1
/work/shelves/606861,eerie,1
/work/shelves/606861,creatures,1
/work/shelves/606861,fantasy-dark,1
/work/shelves/606861,nevem,1
/work/shelves/606861,fantazija,1
/work/shelves/606861,audioknjige,1
/work/shelves/606861,1910s,1
/work/shelves/606861,1930s,1
/work/shelves/606861,books-i-started-but-put-down,1
/work/shelves/606861,horror-suspense,1
/work/shelves/606861,owned_audiobooks,1
/work/shelves/606861,sub-short-story-collection,1
/work/shelves/606861,completed,1
/work/shelves/606861,read-2018,1
/work/shelves/606861,read-borrowed,1
/work/shelves/606861,read-as-audiobook,1
/work/shelves/606861,gothic-horror,1
/work/shelves/606861,short-story,1
/work/shelves/606861,story-anthologies,1
/work/shelves/606861,overdrive,1
/work/shelves/606861,usa,1
/work/shelves/606861,gothic-fantasy,1
/work/shelves/606861,20th-century,1
/work/shelves/606861,cosmic-horror,1
/work/shelves/606861,short_story_colle<br/>ction,1
/work/shelves/606861,read-oct-2007-oct-2008,1
/work/shelves/606861,read-in-2017,1
/work/shelves/606861,own-audible,1
/work/shelves/606861,m-audiobook,1
/work/shelves/606861,library-audio,1
/work/shelves/606861,horror-thriller,1
/work/shelves/606861,gfic-horror,1
/work/shelves/606861,g-fiction,1
/work/shelves/606861,2011,1
/work/shelves/606861,weird-lovecrafty-steampunk,1
/work/shelves/606861,awediobooks,1
/work/shelves/606861,2017-reading-list,1
/work/shelves/606861,literature,1
/work/shelves/606861,favorites,1
/work/shelves/606861,united-states-of-awesomeness,1
/work/shelves/606861,paranormal,1
/work/shelves/606861,mystery-thriller,1
/work/shelves/606861,lives-up-to-the-hype,1
/work/shelves/606861,gods-and-goddesses,1
/work/shelves/606861,fantasy-all-others,1
/work/shelves/606861,depressing-is-depressing,1
/work/shelves/606861,nic-s,1
/work/shelves/606861,read-2017,1
/work/shelves/606861,audible,1
/work/shelves/606861,library-online,1
/work/shelves/606861,thriller,1
/work/shelves/606861,scifi,1
/work/shelves/606861,cthulhu-mythos,1
/work/shelves/606861,poetry-short-stories-anthologies,1
/work/shelves/606861,spooky-scary,1
/work/shelves/606861,in-library-of-america,1
/work/shelves/606861,2016,1
/work/shelves/606861,read-in-english,1
/work/shelves/606861,2015-challenge,1
/work/shelves/606861,united-states,1
/work/shelves/606861,short,1
/work/shelves/606861,fantasy-sp-si-fi,1
/work/shelves/606861,digital-2014,1
/work/shelves/606861,mythology,1
/work/shelves/606861,horror-fiction,1
/work/shelves/606861,2014,1
/work/shelves/606861,favourites,1
/work/shelves/296284,to-read,250
/work/shelves/296284,horror,58
/work/shelves/296284,fiction,22
/work/shelves/296284,audiobook,22
/work/shelves/296284,audiobooks,20
/work/shelves/296284,currently-reading,18
/work/shelves/296284,fantasy,15
/work/shelves/296284,audio,13
/work/shelves/296284,short-stories,12
/work/shelves/296284,classics,11
/work/shelves/296284,audio-books,10
/work/shelves/296284,science-fiction,6
/work/shelves/296284,classic,5
/work/shelves/296284,2018,4
/work/shelves/296284,2017,4
/work/shelves/296284,thriller,4
/work/shelves/296284,favorites,4
/work/shelves/296284,audible,4
/work/shelves/296284,2020,3
/work/shelves/296284,2019,3
/work/shelves/296284,audio_wanted,3
/work/shelves/296284,sci-fi,3
/work/shelves/296284,lovecraftian,3
/work/shelves/296284,suspense,3
/work/shelves/296284,scifi-fantasy,3
/work/shelves/296284,america,2
/work/shelves/296284,adult,2
/work/shelves/296284,weird-fiction,2
/work/shelves/296284,speculative-fiction,2
/work/shelves/296284,genre-fiction,2
/work/shelves/296284,did-not-finish,2
/work/shelves/296284,horror-thriller,2
/work/shelves/296284,read-2016,2
/work/shelves/296284,2016,2
/work/shelves/296284,novel,2
/work/shelves/296284,read-in-2016,2
/work/shelves/296284,2015,2
/work/shelves/296284,united-states,2
/work/shelves/296284,mythology,2
/work/shelves/296284,h-p-lovecraft,2
/work/shelves/14091222,to-read,75
/work/shelves/14091222,horror,29
/work/shelves/296284,mystery,2
/work/shelves/296284,owned,2
/work/shelves/296284,2012,2
/work/shelves/296284,cthulhu-mythos,2
/work/shelves/296284,audio-book,2
/work/shelves/296284,supernatural,2
/work/shelves/296284,2020-audio,1
/work/shelves/296284,reviewed,1
/work/shelves/296284,gothic-literature,1
/work/shelves/296284,novellas,1
/work/shelves/14091222,fiction,10
/work/shelves/14091222,audiobook,10
/work/shelves/14091222,audiobooks,8
/work/shelves/14091222,short-stories,6
/work/shelves/14091222,audio,5
/work/shelves/14091222,2019,3
/work/shelves/14091222,audio_wanted,3
/work/shelves/14091222,2018,3
/work/shelves/14091222,2017,3
/work/shelves/14091222,short-story,3
/work/shelves/14091222,suspense,3
/work/shelves/296284,history,1
/work/shelves/296284,fiction-fantasy,1
/work/shelves/296284,classic-literature,1
/work/shelves/296284,to-listen,1
/work/shelves/296284,2020-books,1
/work/shelves/296284,sf-f,1
/work/shelves/296284,audio-wanted,1
/work/shelves/296284,general,1
/work/shelves/296284,borrowed-library,1
/work/shelves/14091222,2012,3
/work/shelves/14091222,science-fiction,2
/work/shelves/14091222,currently-reading,2
/work/shelves/14091222,audio-books,2
/work/shelves/14091222,sci-fi,2
/work/shelves/14091222,classics,2
/work/shelves/14091222,2015,2
/work/shelves/296284,tr-series-books-need-to-complete,1
/work/shelves/296284,ondeck,1
/work/shelves/296284,format-audio,1
/work/shelves/296284,fiction-prose,1
/work/shelves/296284,eerie,1
/work/shelves/296284,creatures,1
/work/shelves/296284,napeta,1
/work/shelves/296284,fantazija,1
/work/shelves/14091222,horror-suspense,2
/work/shelves/14091222,audible,2
/work/shelves/14091222,lovecraftian,2
/work/shelves/14091222,fantasy,2
/work/shelves/14091222,cthulhu-mythos,2
/work/shelves/14091222,lovecraft,2
/work/shelves/14091222,thriller,1
/work/shelves/14091222,to-listen,1
/work/shelves/14091222,2020,1
/work/shelves/296284,čudna-čudna,1
/work/shelves/296284,audioknjige,1
/work/shelves/296284,books-i-started-but-put-down,1
/work/shelves/296284,horror-ew,1
/work/shelves/296284,books-read-in-2019,1
/work/shelves/296284,2019-reading-challenge,1
/work/shelves/296284,horror-suspense,1
/work/shelves/296284,owned_audiobooks,1
/work/shelves/296284,1920s,1
/work/shelves/14091222,borrowed-library,1
/work/shelves/14091222,format-audio,1
/work/shelves/14091222,fiction-prose,1
/work/shelves/14091222,eerie,1
/work/shelves/14091222,taka-da-te-stisne-notr,1
/work/shelves/14091222,napeta,1
/work/shelves/14091222,fantazija,1
/work/shelves/14091222,audioknjige,1
/work/shelves/296284,sub-short-story-collection,1
/work/shelves/296284,traditional-books-2019,1
/work/shelves/296284,read-in-2-19,1
/work/shelves/296284,library-books,1
/work/shelves/296284,horror-lovecraft,1
/work/shelves/296284,orange-county-library-bookshelf,1
/work/shelves/14091222,yearly-reads-2019,1
/work/shelves/14091222,horror-and-thriller,1
/work/shelves/14091222,f-audio-drama-lecture,1
/work/shelves/14091222,owned_audiobooks,1
/work/shelves/14091222,sub-tie-in,1
/work/shelves/14091222,sub-short-story-collection,1
/work/shelves/14091222,gothic-horror,1
/work/shelves/14091222,horror-lovecraft,1
/work/shelves/14091222,hp-lovecraft,1
/work/shelves/14091222,horror-gothic-literature,1
/work/shelves/14091222,weird-fiction,1
/work/shelves/296284,flavorwire-50-scary-ss-2014,1
/work/shelves/296284,read-borrowed,1
/work/shelves/296284,read-as-audiobook,1
/work/shelves/296284,gothic-horror,1
/work/shelves/296284,audio_owned,1
/work/shelves/296284,started-but-didn-t-finish,1
/work/shelves/296284,story-anthologies,1
/work/shelves/296284,adult-fiction-horror,1
/work/shelves/296284,20th-century,1
/work/shelves/296284,genre,1
/work/shelves/14091222,gnostic-dementia,1
/work/shelves/14091222,genre-fiction,1
/work/shelves/14091222,20th-century,1
/work/shelves/14091222,weird-lovecrafty-steampunk,1
/work/shelves/14091222,awediobooks,1
/work/shelves/14091222,horror-mystery,1
/work/shelves/14091222,america,1
/work/shelves/14091222,european-north-american,1
/work/shelves/296284,cosmic-horror,1
/work/shelves/296284,audio-format,1
/work/shelves/296284,short_story_colle<br/>ction,1
/work/shelves/296284,read-oct-2007-oct-2008,1
/work/shelves/296284,novella,1
/work/shelves/296284,m-audiobook,1
/work/shelves/296284,library-audio,1
/work/shelves/296284,horror-gothic-literature,1
/work/shelves/14091222,read-2017,1
/work/shelves/14091222,library-online,1
/work/shelves/14091222,2016,1
/work/shelves/14091222,g1-novelle,1
/work/shelves/14091222,g1-fiction,1
/work/shelves/14091222,g-horror,1
/work/shelves/14091222,spooky-scary,1
/work/shelves/14091222,poetry-short-stories-anthologies,1
/work/shelves/14091222,classic-horror,1
/work/shelves/14091222,fall-fear-challenge-2016,1
/work/shelves/14091222,2016-reading-challenge,1
/work/shelves/14091222,the-outsider,1
/work/shelves/14091222,herbert-west-reanimator,1
/work/shelves/14091222,dark-fantasy,1
/work/shelves/14091222,audio-book,1
/work/shelves/14091222,read-in-english,1
/work/shelves/14091222,male-autorship,1
/work/shelves/14091222,reading-and-sweating,1
/work/shelves/14091222,overdrive,1
/work/shelves/14091222,creeptastic,1
/work/shelves/14091222,books-for-grownups,1
/work/shelves/14091222,2015-reads,1
/work/shelves/14091222,united-states,1
/work/shelves/14091222,digital-2014,1
/work/shelves/14091222,mythology,1
/work/shelves/14091222,short_stories,1
/work/shelves/14091222,horror-fiction,1
/work/shelves/96492,to-read,48
/work/shelves/96492,rpg,17
/work/shelves/96492,rpgs,6
/work/shelves/14091222,2014,1
/work/shelves/14091222,read-in-2014,1
/work/shelves/14091222,2-to-lyd,1
/work/shelves/14091222,collection,1
/work/shelves/14091222,listened,1
/work/shelves/14091222,audio-2014,1
/work/shelves/14091222,audiobooks-itunes,1
/work/shelves/96492,horror,6
/work/shelves/96492,gaming,3
/work/shelves/96492,rpg-books,3
/work/shelves/96492,games,3
/work/shelves/96492,roleplaying,2
/work/shelves/96492,default,2
/work/shelves/96492,call-of-cthulhu,2
/work/shelves/96492,owned,2
/work/shelves/96492,cthulhu-mythos,2
/work/shelves/96492,role-playing-games,2
/work/shelves/14091222,maybes,1
/work/shelves/14091222,read-in-2013,1
/work/shelves/14091222,earbooks,1
/work/shelves/14091222,classic,1
/work/shelves/14091222,scifi-fantasy,1
/work/shelves/14091222,paranormal-supernatural,1
/work/shelves/14091222,mystery,1
/work/shelves/96496,to-read,54
/work/shelves/96496,currently-reading,4
/work/shelves/96496,lovecraft,3
/work/shelves/96492,own,2
/work/shelves/96492,audio-wanted,1
/work/shelves/96492,ebook-wanted,1
/work/shelves/96492,jdrs,1
/work/shelves/96492,for-sale,1
/work/shelves/96492,tabletop-gaming,1
/work/shelves/96492,best-of-1990,1
/work/shelves/96492,rpg-cthulhu,1
/work/shelves/14091222,jojo-s-2013-challenge,1
/work/shelves/14091222,dark-stories,1
/work/shelves/14091222,owned,1
/work/shelves/96496,wishlist,3
/work/shelves/96496,non-fiction,2
/work/shelves/96496,own,2
/work/shelves/96496,genre-crit,1
/work/shelves/96496,lovecraft-nonfiction,1
/work/shelves/96496,lovecraftian-horror,1
/work/shelves/96496,studies,1
/work/shelves/96496,literary-criticism,1
/work/shelves/96492,started-but-never-finished,1
/work/shelves/96492,scripts-cthulhu,1
/work/shelves/96492,lovecraft-and-cthulhu-mythos,1
/work/shelves/96492,library-owned,1
/work/shelves/96492,for-julian,1
/work/shelves/96492,ll-want_audio,1
/work/shelves/96492,ll-read,1
/work/shelves/96492,audiobooks,1
/work/shelves/96492,treehouse-library,1
/work/shelves/96492,rpg-collection,1
/work/shelves/96492,rpg-chaosium,1
/work/shelves/96496,lovecraft-or-howard,1
/work/shelves/96496,kindle-library,1
/work/shelves/96496,gothic-or-horror,1
/work/shelves/96496,not-for-me,1
/work/shelves/96496,mythos-lovecraft,1
/work/shelves/96496,author-shelf-lovecraft,1
/work/shelves/96492,owned-not-read,1
/work/shelves/96492,nf-humor-and-rpg,1
/work/shelves/96492,mythos,1
/work/shelves/96492,language-english,1
/work/shelves/96492,in-my-library,1
/work/shelves/96492,game-stuff,1
/work/shelves/96492,dead-tree,1
/work/shelves/96492,book-owned-by-me,1
/work/shelves/96492,fiction,1
/work/shelves/21736419,to-read,61
/work/shelves/21736419,currently-reading,10
/work/shelves/21736419,horror,5
/work/shelves/96496,hard-copies,1
/work/shelves/96496,essay-collection,1
/work/shelves/96496,nonfiction,1
/work/shelves/96496,would-like-own,1
/work/shelves/96496,lovecraft-s-children,1
/work/shelves/96496,default,1
/work/shelves/96496,horror,1
/work/shelves/96496,essays-and-topical,1
/work/shelves/96496,lovecraftiana,1
/work/shelves/96492,games-gaming,1
/work/shelves/96492,shelved,1
/work/shelves/96492,books-i-own,1
/work/shelves/96492,gaming-hunt,1
/work/shelves/96492,physical,1
/work/shelves/21736419,rufus,2
/work/shelves/21736419,jeff-rovin,2
/work/shelves/21736419,dr_margot_koslik,2
/work/shelves/21736419,professor_gruber,2
/work/shelves/21736419,dr_willett,2
/work/shelves/21736419,2020,2
/work/shelves/21736419,melvin,2
/work/shelves/21736419,mace,2
/work/shelves/21736419,zombie,2
/work/shelves/96492,reference,1
/work/shelves/96492,call-of-cthulhu-rpg,1
/work/shelves/96492,for-tabletop-gamers,1
/work/shelves/96492,fantasy,1
/work/shelves/96492,game-mastered,1
/work/shelves/96492,h-p-lovecraft,1
/work/shelves/21736419,science-fiction,2
/work/shelves/21736419,paperback,2
/work/shelves/21736419,novelization,2
/work/shelves/21736419,mind_control,2
/work/shelves/21736419,megan_halsey,2
/work/shelves/21736419,mad-scientist,2
/work/shelves/21736419,herbert_west,2
/work/shelves/21736419,dr_carl_hill,2
/work/shelves/21736419,dean_allan_halsey,2
/work/shelves/21736419,dan_cain,2
/work/shelves/21736419,audio_wanted,2
/work/shelves/21736419,owned,2
/work/shelves/1874788,to-read,34
