BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear
12700015,The Growth Map: Economic Opportunity in the Brics and Beyond,Jim O'Neill,3.62,269,50,108,73,35,3,31,256,ebook,English,17831195,None,2011
12700012,Echoes of Betrayal,Elizabeth Moon,4.18,2949,1153,1262,471,52,11,169,464,ebook,English,16411224,Paladin's Legacy,2012
12700035,KYS - med mere,Luisa Plaja,3.69,162,48,48,42,16,8,22,254,Paperback,Danish,6459431,None,2009
12700033,De uitnodiging,"William Paul Young, Coen Groos",3.78,565849,219453,144043,105881,52600,43872,33605,286,Paperback,Dutch,2666268,None,2007
12700061,Split by a Kiss,Luisa Plaja,3.56,407,103,113,119,54,18,53,254,Audio CD,English,2905096,None,2008
12700068,Gülün Günlüğü,Ursula K. Le Guin,3.91,2045,567,845,536,75,22,132,165,Paperback,Turkish,132686,Orsinia,1982
12700074,Swapped by a Kiss,Luisa Plaja,3.67,192,63,54,40,19,16,26,254,Audio CD,English,6944054,None,2010
12700095,Greek and Roman Ghost Stories,Lacy Collison-Morley,3.45,170,35,46,59,20,10,9,0,Nook,English,6670492,None,2011
12700093,Greek and Roman Ghost Stories,Lacy Collison-Morley,3.45,170,35,46,59,20,10,9,0,Nook,English,6670492,None,2010
12700094,Greek and Roman Ghost Stories,Lacy Collison-Morley,3.45,170,35,46,59,20,10,9,0,Nook,English,6670492,None,2011
12700097,Greek and Roman Ghost Stories,Lacy Collison-Morley,3.45,170,35,46,59,20,10,9,0,Nook,English,6670492,None,2011
12700099,"Balıkçıl Gözü (Metis Bilimkurgu, #2)","Ursula K. Le Guin, Çiğdem Erkal İpek",3.76,2391,510,961,763,143,14,249,159,Paperback,Turkish,1592009,None,1978
12700120,In het duister,"Ian Rankin, Rob Kuitenbrouwer, Frank Lekens",4.04,11236,3675,5105,1922,333,201,332,464,Paperback,Dutch,1533504,Inspector Rebus,2000
12700125,Laatste ronde,"Ian Rankin, Rob Kuitenbrouwer, Frank Lekens",4.11,16241,5971,7082,2483,462,243,733,432,Paperback,Dutch,3241572,Inspector Rebus,2007
12700136,Dode zielen,"Ian Rankin, Rob Kuitenbrouwer, Frank Lekens",4.05,8599,2575,4167,1596,197,64,351,416,Paperback,Dutch,2418076,Inspector Rebus,1999
12700152,Een kwestie van bloed,"Ian Rankin, Rob Kuitenbrouwer, Frank Lekens",4.06,12926,4237,5956,2185,345,203,416,414,Paperback,Dutch,1697465,Inspector Rebus,2003
374233,If on a Winter's Night a Traveler,"Italo Calvino, William Weaver",4.04,79128,32309,26558,13655,4543,2063,6516,260,Paperback,English,1116802,None,1979
12700172,Gedenk de doden,"Ian Rankin, Rob Kuitenbrouwer, Frank Lekens",4.02,11687,3652,5372,2079,399,185,500,446,Paperback,Dutch,3327516,Inspector Rebus,2006
12700187,In de maneschijn,"Caradog Prichard, Frank Lekens",4.23,353,158,130,54,10,1,70,254,Paperback,Dutch,1100661,None,1961
12700200,Science and health with key to the scriptures,Mary Baker Eddy,4.26,636,403,92,79,26,36,60,0,Nook,English,765538,None,1875
12700199,Science and health: with key to the Scriptures,Mary Baker Eddy,4.26,636,403,92,79,26,36,60,0,Nook,English,765538,None,1875
12700201,"Science and health, with key to the Scriptures",Mary Baker Eddy,4.26,636,403,92,79,26,36,60,0,Nook,English,765538,None,1875
12700202,Mr. Monster,"Dan Wells, Jürgen Langowski",4.1,11852,4189,5174,2105,310,74,1349,254,Kindle Edition,English,7542680,John Cleaver,2010
12700209,"50 Künstler, die man kennen sollte: Von Giotto bis Warhol",Thomas Köster,3.83,194,50,76,55,11,2,20,171,Paperback,German,1088079,None,2006
12700225,The Adjustment,Scott Phillips,3.84,248,66,104,57,14,7,50,226,Kindle Edition,English,13723769,None,2010
12700228,Leon Battista Alberti: On Painting: A New Translation and Critical Edition,Leon Battista Alberti,3.92,1115,397,356,262,72,28,35,0,ebook,English,800594,None,1435
12700235,Illustrated Textbook of Paediatrics [with Student Consult Online Access],"Tom Lissauer, Graham Clayden",3.96,160,53,63,33,6,5,12,528,ebook,English,2104448,None,1996
12700234,Illustrated Textbook of Paediatrics,Tom Lissauer,3.96,160,53,63,33,6,5,12,552,Paperback,English,2104448,None,1996
12700242,L'anneau De Salomon,Jonathan Stroud,4.2,28020,12543,10121,4270,707,379,1420,496,Broché,English,10170311,Bartimaeus,2010
12700249,Catherine: Inside the Heart and Mind of a Great Monarch,Sigrid Weidenweber,3.75,370,102,122,106,32,8,19,423,Nook,English,5915477,The Volga Flows Forever,2008
12700248,"Siegfried, Tome 3: Le Crépuscule des Dieux",Alex Alice,4.26,231,110,75,41,5,0,21,80,Paperback,French,17831478,Siegfried,2011
12700258,Inside a U.S. Embassy: Diplomacy at Work,Shawn Dorman,3.79,254,54,114,67,17,2,23,281,ebook,English,25606576,None,2011
12700272,Crimă şi pedeapsă,"Fyodor Dostoyevsky, Antoaneta-Liliana Olteanu",4.23,676246,342674,202271,89290,28092,13919,21491,616,Hardcover,Romanian,3393917,None,1866
12700298,Walking to Hollywood: Memories of Before the Fall,Will Self,3.05,258,28,67,80,55,28,47,432,Paperback,English,8757218,None,2010
12700300,Innocence,Penelope Fitzgerald,3.61,593,140,203,158,65,27,109,340,Paperback,English,104668,None,1986
119114,The Book of Dave: A Revelation of the Recent Past and the Distant Future,Will Self,3.57,3334,754,1166,855,332,227,362,496,Hardcover,English,467232,None,2006
12700301,Great Apes,Will Self,3.66,3311,746,1272,856,284,153,231,512,Paperback,English,1359304,None,1997
12700304,俺様ティーチャー 6,Izumi Tsubaki,4.23,564,261,189,99,14,1,19,188,Paperback,Japanese,15952813,俺様ティーチャー / Oresama teacher,2009
12700306,Tricked,Kevin Hearne,4.25,44621,19483,17802,6439,739,158,1806,341,Mass Market Paperback,English,16669362,The Iron Druid Chronicles,2012
12700320,俺様ティーチャー 7,Izumi Tsubaki,4.21,557,254,189,92,20,2,21,186,Paperback,Japanese,17319553,俺様ティーチャー / Oresama teacher,2010
12700324,The Water-Babies,Charles Kingsley,3.41,8158,1798,2030,2571,1225,534,566,156,Paperback,English,2918668,None,1863
12700337,If I Should Die,Amy Plum,4.2,17604,8362,5546,2833,626,237,1524,405,Hardcover,English,17831603,Revenants,2013
12700342,The Peculiars,Maureen Doyle McQuerry,3.32,2006,323,550,688,326,119,423,354,Hardcover,English,17831609,None,2012
12700343,La prisonnière amoureuse,Kim Lawrence,3.29,224,39,50,82,44,9,15,150,Paperback,French,2965428,None,2006
