BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,PublishDate,Book format,Language,GenreLink,Series
1157186,Racists,Kunal Basu,3.00,224,14,54,87,55,14,19,224,May 1st 2007,Paperback,English,1144767,
1601610,Racists,Kunal Basu,3.00,224,14,54,87,55,14,19,224,October 1st 2006,Hardcover,English,1144767,
1601613,Captured Innocence,Susan Sizemore,3.40,57,10,12,28,5,2,3,384,January 1st 2003,Paperback,English,1594851,MacLeods of Skye Court
12141601,Van den vos Reynaerde,"Unknown, Willem die Madocke maecte, Francis Lulofs, Norbert Voorwinden",3.29,2444,279,710,997,365,93,112,127,1250,Paperback,"Dutch, Middle (ca.1050-1350)",17111817,
1601615,Le roman de Renart,"Unknown, Jean Dufournet, Andrée Méline",3.29,2444,279,710,997,365,93,112,504,1250,Mass Market Paperback,French,17111817,
1601617,Le Roman de Renart,"Unknown, Gabriel Bianciotto",3.29,2444,279,710,997,365,93,112,991,1250,Paperback,French,17111817,
12141601,Van den vos Reynaerde,"Unknown, Willem die Madocke maecte, Francis Lulofs, Norbert Voorwinden",3.29,2444,279,710,997,365,93,112,127,1250,Paperback,"Dutch, Middle (ca.1050-1350)",17111817,
1601618,The New Jerusalem Bible,"Anonymous, Henry Wansbrough",4.38,426,256,106,43,11,10,54,2136,January 1st 1985,Hardcover,English,6405936,
1601619,Le roman de Renart,"Anonymous, Alexis Paulin Paris",3.29,2444,279,710,997,365,93,112,143,1250,Mass Market Paperback,French,17111817,
12141601,Van den vos Reynaerde,"Unknown, Willem die Madocke maecte, Francis Lulofs, Norbert Voorwinden",3.29,2444,279,710,997,365,93,112,127,1250,Paperback,"Dutch, Middle (ca.1050-1350)",17111817,
12141601,Van den vos Reynaerde,"Unknown, Willem die Madocke maecte, Francis Lulofs, Norbert Voorwinden",3.29,2444,279,710,997,365,93,112,127,1250,Paperback,"Dutch, Middle (ca.1050-1350)",17111817,
1601625,Crise d'asthme,"Etgar Keret, Rosie Pinhas-Delpuech",4.04,1948,703,749,392,82,22,169,210,1994,Paperback,,58788,
1601626,La Colo de Kneller,"Etgar Keret, Rosie Pinhas-Delpuech",4.07,1849,712,664,375,79,19,137,90,1998,Paperback,English,1594864,
1601629,Roman de Renart,Béatrix Beck,3.29,2444,279,710,997,365,93,112,280,1250,Mass Market Paperback,French,17111817,
1601624,Pizzeria Kamikaze,Etgar Keret,4.07,1849,712,664,375,79,19,137,78,1998,Hardcover,,1594864,
12141601,Van den vos Reynaerde,"Unknown, Willem die Madocke maecte, Francis Lulofs, Norbert Voorwinden",3.29,2444,279,710,997,365,93,112,127,1250,Paperback,"Dutch, Middle (ca.1050-1350)",17111817,
1601637,En lisant en écrivant,Julien Gracq,3.96,84,26,31,25,2,0,1,302,1980,,,276909,
1601641,From Dusk 'til Dawn,Keith Mann,4.55,58,40,10,8,0,0,7,,2007,paperback,,3638909,
1601636,Un balcon en forêt,Julien Gracq,4.06,577,203,245,102,17,10,68,253,1958,Paperback,French,1786266,
1601646,Blackwood Farm,Anne Rice,3.87,30746,10257,9997,7438,2276,778,791,527,2002,Paperback,English,2925858,The Vampire Chronicles
1601649,Cinema for French Conversation,Anne-Christine Rice,4.33,24,11,10,3,0,0,1,194,January 1st 1999,Paperback,French,660913,
1601642,L'initiation,A.N. Roquelaure,3.27,50078,11736,11197,12767,7412,6966,4405,285,January 1st 1983,Paperback,French,1049526,Sleeping Beauty
1601647,Blood And Gold,"Anne Rice, Derek Jacobi",3.90,32427,10802,10783,8180,2151,511,676,0,2001,Audio Cassette,English,2926067,The Vampire Chronicles
1601645,Beauty's Punishment,"A.N. Roquelaure, Anne Rice, Genvieve Bevier, Winthrop Eliot",3.62,25822,7516,6836,7035,2985,1450,914,5,January 1st 1984,Audio Cassette,English,1020574,Sleeping Beauty
1601651,Generous Enemies: Patriots And Loyalists In Revolutionary New York,Judith L. Van Buskirk,3.16,32,2,7,17,6,0,3,,August 1st 2002,Hardcover,English,1415102,Early American Studies
1601653,Cry to Heaven,Anne Rice,3.86,19776,6634,6227,4850,1566,499,694,536,1982,Paperback,English,2925856,
1601664,Beauty's Punishment: The Further Erotic Adventures of Sleeping Beauty,"A.N. Roquelaure, Anne Rice",3.62,25822,7516,6836,7035,2985,1450,914,247,January 1st 1984,Paperback,English,1020574,Sleeping Beauty
1601669,Lavender Lies,Susan Wittig Albert,3.97,2814,839,1159,730,77,9,133,306,1999,Hardcover,English,443031,China Bayles
1601675,The Greatest Salesman in World,Og Mandino,4.20,55278,27728,15573,8536,2370,1071,1762,,1968,Hardcover,English,347061,The Greatest Salesman in the World
1601684,The Standard Life Of A Temporary Pantyhose Salesman,"Aldo Busi, Raymond Rosenthal",3.86,73,26,27,9,6,5,9,430,1985,Hardcover,English,1594927,
1601689,The Standard Life of a Temporary Pantyhose Salesman,Aldo Busi,3.86,73,26,27,9,6,5,9,444,1985,Paperback,English,1594927,
1601683,Rise and Fall of Cesar Birotteau,Honoré de Balzac,3.70,870,219,314,231,68,38,44,,1837,Paperback,English,185134,La Comédie Humaine
1601690,Catherine De Medici,Honoré de Balzac,3.40,491,89,144,166,59,33,42,,1841,Paperback,English,352269,La Comédie Humaine
1601691,La Recherche De L'Absolu,Honoré de Balzac,3.81,500,139,180,136,37,8,38,308,January 1st 1834,Mass Market Paperback,French,1638030,La Comédie Humaine
1601692,Louis Lambert,Honoré de Balzac,3.40,319,56,81,126,46,10,29,,1832,Paperback,English,3241861,La Comédie Humaine
1601695,"Mr. Wonderful (Sweet Dreams, #120)",Fran Michaels,3.82,17,6,3,7,1,0,0,192,February 1st 1987,Paperback,English,1594933,
1601705,The Patience of Rivers: A Novel,Joseph Freda,3.76,25,8,7,7,2,1,5,352,February 2003,Hardcover,English,1594943,
1601703,Kathleen Ferrier: A Memoir,Neville Cardus,4.13,15,6,5,4,0,0,4,256,1969,Hardcover,English,4206083,
1601704,Imaginez: le français sans frontiers/cours de francais intermédiaire,Cherie Mitschke,2.96,24,1,8,7,5,3,4,501,February 1st 2007,Paperback,English,6677799,
1601709,To Kill the Potemkin,Mark    Joseph,3.80,153,37,60,45,11,0,11,255,August 26th 1986,Hardcover,English,1594947,
1601711,The Handbook of Applied Linguistics,"Catherine Elder, Alan Davies",3.50,16,4,4,5,2,1,1,888,January 17th 2005,Paperback,English,1594949,
1601707,The Old Bachelor,William Congreve,3.20,25,6,3,9,4,3,3,,September 1st 2003,Paperback,English,4868061,
1601708,Bo Knows Bo,Bo Jackson,3.94,909,288,334,240,38,9,81,0,October 1st 1991,Audio Cassette,English,1618992,
1601714,An Introduction To Applied Linguistics: From Practice To Theory,Alan Davies,3.12,25,6,1,9,8,1,1,214,September 15th 1999,Paperback,English,1594952,
1601724,Learning and Practicing Econometrics,"William E. Griffiths, R. Carter Hill, George G. Judge",4.27,11,6,4,0,0,1,0,896,January 26th 1993,Hardcover,English,1308732,
1601721,The Marriage Wish,Dee Henderson,3.86,2079,686,639,575,139,40,90,254,1998,Hardcover,English,516547,
1601722,The Marriage Wish,Dee Henderson,3.86,2079,686,639,575,139,40,90,256,December 25th 1997,Paperback,English,516547,
112077,The Game of Kings,Dorothy Dunnett,4.12,8573,4330,2249,1071,522,401,1138,543,1961,Paperback,English,2219130,The Lymond Chronicles
1601731,The Cooter Farm,Matthew F. Jones,3.59,41,6,16,15,4,0,4,305,January 1992,Hardcover,English,1594969,
1601728,Otros Mundos,Michael D. Lemonick,3.67,15,3,7,3,1,1,3,,May 14th 1998,Paperback,Spanish,2599314,
901827,Verlaine,Henri Troyat,4.31,13,6,5,2,0,0,0,,December 31st 1993,Paperback,French,1594980,
1601744,Tomart's Disneyana Guide to Pin Trading,Tom Tumbusch,4.26,23,12,5,6,0,0,0,176,June 1st 2007,Paperback,English,1594982,
1601749,El Escandalo del Padre Brown,G.K. Chesterton,4.00,1089,367,416,252,44,10,62,,1935,Paperback,Spanish,6160737,Father Brown
1601747,Winter Is Past,Ruth Axtell Morren,4.17,151,69,48,28,3,3,15,352,2003,Paperback,English,1250801,Regency
1601746,"Help Me, I'm Married",Joyce Meyer,4.09,167,70,57,29,7,4,19,314,2000,Hardcover,English,618451,
1601745,Ghost Towns,Betsy Thornton,3.24,33,3,8,17,4,1,6,256,2002,Paperback,English,1594983,Chloe Newcomb
1601750,El Candor del Padre Brown,G.K. Chesterton,3.83,13882,3959,5107,3641,908,267,1027,272,1911,Paperback,Spanish,3300188,Father Brown
1601751,El candor del padre Brown,G.K. Chesterton,3.83,13882,3959,5107,3641,908,267,1027,260,1911,Paperback,Spanish,3300188,Father Brown
1601755,The Choice,Ahmed Deedat,4.32,759,435,194,86,23,21,60,,1993,,,519811,
1601758,Fortune's Fool,Rafael Sabatini,3.75,103,26,34,36,5,2,6,,November 30th 1922,Paperback,English,463242,
1601753,El Misterioso Padre Brown,Agatha Christie,3.86,46492,12968,17859,12407,2578,680,3414,236,January 1922,Paperback,Spanish,2146310,Tommy & Tuppence Mysteries
1601762,Fortune's Fool,Angela Wells,2.62,26,2,1,11,9,3,10,190,1987,,,1595000,
1601768,Introduction to Post-Keynesian Economics,Marc Lavoie,4.27,55,28,18,6,2,1,7,168,October 3rd 2006,Hardcover,English,1595006,
1601767,"Monetary Economics: An Integrated Approach to Credit, Money, Income, Production and Wealth","Wynne Godley, Marc Lavoie",4.27,26,15,6,3,1,1,1,576,December 1st 2006,Hardcover,English,17592984,
1601766,Wilhelm Tell,Friedrich Schiller,3.34,5373,801,1562,1944,810,256,117,124,1804,Paperback,English,6226707,
1601772,Best-Ever Chicken: The Definitive Cook's Collection: 200 Step-by-Step Chicken Recipes,Linda Fraser,3.50,16,3,4,7,2,0,0,256,November 1st 1996,Paperback,English,1595010,
1601774,Monsignore Quijote,Graham Greene,3.92,3566,1014,1496,864,146,46,314,,1982,,English,4329,
1601773,Triptych,Karin Slaughter,4.11,66347,25142,27594,10435,2006,1170,3402,480,August 15th 2006,Paperback,English,2479325,Will Trent
1601775,Monseñor Quijote,Graham Greene,3.92,3566,1014,1496,864,146,46,314,224,1982,Paperback,Spanish,4329,
1601779,If I Had You,Deborah Bedford,3.76,62,19,18,17,7,1,9,304,August 1st 2004,Paperback,English,802540,
1601778,Wilhelm Tell,Friedrich Schiller,3.34,5373,801,1562,1944,810,256,117,64,1804,Paperback,German,6226707,
1601780,Singing Bird,Roisin McAuley,3.57,1309,260,418,467,132,32,125,320,January 1st 2004,Paperback,English,1595019,
1601790,The Tea Rose,Jennifer Donnelly,4.19,33735,15696,11275,4806,1308,650,3059,560,March 11th 2002,Hardcover,English,1296201,The Tea Rose
1601789,Les Chimères / La Bohême galante / Petits châteaux de Bohême,Gérard de Nerval,3.88,17,5,5,7,0,0,0,399,September 2005,Mass Market Paperback,French,40299491,
1601783,El país de octubre,"Ray Bradbury, Francisco Abelenda",4.15,14567,5816,5659,2591,426,75,1124,287,1955,Paperback,Spanish,1046266,
1601798,Les Complaintes,Jules Laforgue,3.46,52,6,25,12,5,4,3,184,1885,Mass Market Paperback,French,1595037,
1601799,Moralités légendaires,Jules Laforgue,3.98,43,15,15,10,3,0,6,243,1887,Paperback,French,1595038,
1601801,Moralités Légendaires,Jules Laforgue,3.98,43,15,15,10,3,0,6,,1887,,,1595038,
1601797,The Man In The Window,Jon   Cohen,3.72,1785,434,650,513,147,41,239,,February 1992,Paperback,English,1595036,
119688,Illness as Metaphor,Susan Sontag,3.96,2041,593,884,474,76,14,194,87,1978,Paperback,English,1253513,
119688,Illness as Metaphor,Susan Sontag,3.96,2041,593,884,474,76,14,194,87,1978,Paperback,English,1253513,
1601817,Jogging Round Majorca,Gordon   West,3.40,20,3,7,6,3,1,3,,March 1st 1994,Paperback,English,1595056,
52376,In America,Susan Sontag,3.31,1894,248,594,670,269,113,199,398,1999,Paperback,English,1154121,
1601809,Count of Monte Cristo,Alexandre Dumas,4.26,773746,399436,228509,106497,26651,12653,22662,,1844,Audiobook,English,391568,
1601813,L'amant Du Volcan,Susan Sontag,3.61,2265,525,749,655,244,92,224,,1992,,,2943369,
1601823,Kamachatka: A Journal  Guide to Russia's Land of Ice and Fire,Diana Gleadhill,3.56,9,1,4,3,1,0,0,312,September 1st 2007,Paperback,English,1595062,
1419845,Tarendol,René Barjavel,3.94,113,36,44,24,8,1,8,501,January 1st 1972,Mass Market Paperback,French,1410247,
1601825,Où Est La Terre Des Promesses?: Avec Ella Maillart En Afghanistan (1939 1940),Annemarie Schwarzenbach,3.83,160,43,64,39,10,4,26,,January 1st 2000,,,13764265,
8428010,Morte na Pérsia,"Annemarie Schwarzenbach, Isabel Castro Silva, Carlos Vaz Marques",3.51,267,46,87,96,33,5,29,144,1995,Capa Mole,Portuguese,2555171,
1601838,"Russia the Land, the People: Russian Painting, 1850-1910","Smithsonian Institution, University of Washington Pr",4.67,6,4,2,0,0,0,0,159,December 1st 1986,Paperback,English,1595077,
1601840,"Behold, Here's Poison",Georgette Heyer,3.82,3797,1018,1427,1080,211,61,346,255,1936,Mass Market Paperback,English,1595079,Inspectors Hannasyde & Hemingway
19322066,"The Cruel Way: Switzerland to Afghanistan in a Ford, 1939","Ella Maillart, Jessa Crispin",3.65,165,28,74,46,11,6,25,240,1947,Paperback,English,1595081,
1601842,La voie cruelle,Ella Maillart,3.65,165,28,74,46,11,6,25,374,1947,,French,1595081,
1601853,Flucht nach oben,Annemarie Schwarzenbach,3.66,29,5,14,6,3,1,6,239,April 1st 2004,,German,1595092,
1601848,General Managers,John P. Kotter,4.19,26,11,12,1,1,1,3,240,June 1st 1982,Paperback,English,1595087,
1601857,Slim: Memories of a Rich and Imperfect Life,"Slim Keith, Annette Tapert",3.84,201,46,86,60,8,1,22,319,July 1990,Hardcover,English,1705891,
1601860,Celebrity,"Terry O'Neill, A.A. Gill",4.30,20,10,7,2,1,0,1,192,November 8th 2011,Hardcover,English,1595099,
1601862,"Where the Bodies Are: Final Visits to the Rich, Famous, & Interesting",Patricia Brooks,4.08,13,6,3,3,1,0,2,288,September 1st 2002,Paperback,English,1595101,
1601867,Pelatihan Shalat Khusyu,Abu Sangkan,4.06,300,126,96,58,9,11,48,136,2004,Paperback,Indonesian,1595106,
1601861,"Ceres: Celestial Legend, Vol. 9: Progenitor",Yuu Watase,4.11,1554,686,469,304,73,22,19,208,January 1st 1999,Paperback,English,1034784,妖しのセレス / Ayashi no Ceres
1601867,Pelatihan Shalat Khusyu,Abu Sangkan,4.06,300,126,96,58,9,11,48,136,2004,Paperback,Indonesian,1595106,
1601866,Just Jackie: Her Private Years,Edward Klein,3.92,535,186,182,118,34,15,40,399,1998,Hardcover,English,1920736,
893260,Full Metal Panic! Volume 4,"館尾 冽, Shouji Gatou",3.96,308,112,99,74,18,5,8,150,April 2002,Paperback,English,878486,漫画 フルメタル・パニック！/ Full Metal Panic!
1601868,Maya,Jostein Gaarder,3.60,4751,1072,1549,1451,536,143,250,410,1999,Paperback,,215160,
1601870,Maya,Jostein Gaarder,3.60,4751,1072,1549,1451,536,143,250,320,1999,Paperback,,215160,
1186328,Full Metal Panic! Volume 8,"館尾 冽, Shouji Gatou",4.08,258,101,88,58,10,1,4,161,September 1st 2004,Paperback,English,1174306,漫画 フルメタル・パニック！/ Full Metal Panic!
1601869,Maya,Jostein Gaarder,3.60,4751,1072,1549,1451,536,143,250,,1999,Paperback,,215160,
652050,"Full Metal Panic!, Volume 3","館尾 冽, Retsu Tateo, Shouji Gatou",4.00,396,150,122,102,17,5,13,166,December 1st 2001,Paperback,English,638165,漫画 フルメタル・パニック！/ Full Metal Panic!
652047,Full Metal Panic! Volume 9,"館尾 冽, Retsu Tateo, Shouji Gatou",4.07,220,87,75,46,11,1,5,184,2005,Paperback,English,638162,漫画 フルメタル・パニック！/ Full Metal Panic!
652055,Full Metal Panic! Volume 7,"館尾 冽, Retsu Tateo, Shouji Gatou",4.09,260,103,88,58,11,0,4,160,February 2004,Paperback,English,638170,漫画 フルメタル・パニック！/ Full Metal Panic!
652048,Full Metal Panic! Volume 2,"館尾 冽, Retsu Tateo, Shouji Gatou",3.99,445,170,135,111,25,4,17,200,December 17th 1998,Paperback,English,638163,漫画 フルメタル・パニック！/ Full Metal Panic!
1601874,Full Metal Panic! Volume 5,Shouji Gatou,4.01,313,114,107,77,11,4,3,,November 2002,,,638164,漫画 フルメタル・パニック！/ Full Metal Panic!
652054,Full Metal Panic! Volume 6,"館尾 冽, Retsu Tateo, Shouji Gatou",4.01,280,102,97,65,15,1,3,172,June 2003,Paperback,English,638169,漫画 フルメタル・パニック！/ Full Metal Panic!
420398,Dead Man's Walk,Richard S. Prather,3.71,55,15,13,23,4,0,5,220,January 1st 1965,ebook,English,409532,Shell Scott
652051,Full Metal Panic! Volume 1,"Shouji Gatou, 館尾 冽, Retsu Tateo",3.90,1069,406,300,251,75,37,42,162,August 30th 1998,Paperback,English,10370449,漫画 フルメタル・パニック！/ Full Metal Panic!
5960912,Lei così amata,Melania G. Mazzucco,3.76,213,59,80,44,23,7,28,429,2000,Paperback,Italian,43341,
1601883,Amy Spangler's Breastfeeding: A Parent's Guide,Amy Spangler,3.69,101,18,42,33,8,0,12,,1995,Paperback,English,434702,
1601885,The American Academy of Pediatrics New Mother's Guide to Breastfeeding,"Joan Younger Meek, American Academy of Pediatrics",3.69,414,92,153,124,38,7,65,272,2002,Paperback,English,434699,
1601893,Cancionero y Romancero Español,Dámaso Alonso,3.88,25,9,9,4,1,2,1,202,January 1st 1969,Paperback,Spanish,1595132,Biblioteca Básica Salvat
1601902,Spa,Leslie Wolski,3.17,6,0,2,3,1,0,0,,March 18th 2003,Spiral-bound,English,1595141,
1601901,Run Toward Fear: New Poems and a Poet’s Handbook,Haki R. Madhubuti,4.27,30,15,10,3,2,0,6,68,June 1st 2004,Paperback,English,1595140,
1601904,Summerland,Malcolm Knox,3.23,106,13,32,35,18,8,11,,January 1st 2001,Paperback,English,942889,
1601900,Singing Bird,Roisin McAuley,3.57,1309,260,418,467,132,32,125,376,January 1st 2004,Paperback,English,1595019,
1601903,A Lester Young Reader,Lewis Porter,3.75,16,3,7,5,1,0,1,,October 17th 1991,Hardcover,English,1071679,
1601908,Towards the Mountain,Alan Paton,3.68,41,7,19,10,5,0,3,320,1980,Hardcover,English,1595147,
1601921,The Four Forges,Jenna Rhodes,3.70,211,50,76,61,19,5,20,624,May 2nd 2006,Paperback,English,901620,The Elven Ways
1601930,Antología Poética,"Antonio Machado, Julián Marías",4.07,759,304,258,151,35,11,35,192,1970,Paperback,Spanish,3651222,Biblioteca Básica Salvat
1601923,"Zingerman's Guide to Good Eating: How to Choose the Best Bread, Cheeses, Olive Oil, Pasta, Chocolate, and Much More",Ari Weinzweig,4.11,322,119,134,58,8,3,31,512,November 14th 2003,Hardcover,English,387256,
1601922,The Cheese Course: Enjoying the World's Best Cheeses at Your Table,"Janet Fletcher, Victoria Pearson",4.14,21,7,12,1,0,1,3,120,May 1st 2000,Hardcover,English,1595162,
1601957,Byzantium and the Crusader States 1096-1204,Ralph-Johannes Lilie,4.11,9,1,8,0,0,0,1,360,June 30th 1994,Hardcover,English,1595197,
1601955,Speaking With Beads: Zulu Arts From Southern Africa,Jean Morris,3.67,3,1,0,2,0,0,0,,August 1st 1994,Paperback,English,1595195,
1601947,Death On Doomsday,Elizabeth Lemarchand,4.11,148,62,46,36,3,1,12,,March 1st 1973,,,2757141,Pollard & Toye
1601976,God's Fingerprint (Hodder Christian Paperbacks),Paul Scanlon,4.50,2,1,1,0,0,0,0,198,June 17th 1999,Paperback,,1595216,
1601983,Vegetarian Student,Jenny Baker,3.50,4,0,3,0,1,0,1,,November 1st 1986,Paperback,English,1595223,
1601987,Artists Around the World,Encyclopædia Britannica,4.25,4,2,1,1,0,0,0,64,October 1st 2003,Hardcover,English,1882878,
1601986,Encyclopaedia Britannica (Set),Encyclopædia Britannica,4.45,88,55,24,5,2,2,16,32000,1768,Hardcover,English,1812074,
1601989,Wine,André Dominé,4.31,88,42,34,10,1,1,7,,November 30th 2000,Hardcover,English,532578,
1601995,"January Sun: One Day, Three Lives, a South African Town",Richard Stengel,3.44,18,3,5,7,3,0,1,202,January 1st 1990,Hardcover,English,1595235,
1601993,"Tchaikovsky's Ballets: Swan Lake, Sleeping Beauty, Nutcracker",Roland John Wiley,4.50,10,7,2,0,1,0,4,456,March 7th 1985,Paperback,English,2247966,
1601991,"Wives, Mistresses and Matriarchs: Asian Women Today",Louise Williams,3.50,42,8,12,15,7,0,3,,September 1st 1998,Paperback,English,1664897,
1601997,Numerical Ecology,"Pierre Legendre, Louis Legendre",4.40,20,11,6,3,0,0,0,,January 1st 1983,Unknown Binding,English,687487,
1550940,You're Too Kind: A Brief History of Flattery,Richard Stengel,3.77,48,11,19,15,2,1,5,320,1996,Hardcover,English,1543305,
1550940,You're Too Kind: A Brief History of Flattery,Richard Stengel,3.77,48,11,19,15,2,1,5,320,1996,Hardcover,English,1543305,
1601990,Der Wurm Ouroboros,"E.R. Eddison, Helmut W. Pesch",3.71,4254,1269,1299,1051,435,200,445,638,1922,Paperback,German,955522,
1602014,Cold Calling Techniques (That Really Work!),Stephan Schiffman,3.85,778,255,252,197,50,24,69,160,1987,Paperback,English,66991,
1602018,How to Make Hot Cold Calls: Your Calling Card to Personal Success,Steven J. Schwartz,3.25,8,1,3,2,1,1,2,,May 1st 1997,Paperback,English,413944,
1602022,"Welcome Home, Mrs. Jordon",Janet Lambert,3.98,58,18,24,14,1,1,6,191,December 1953,Paperback,English,1595263,Tippy Parrish
1602023,Miss America,Janet Lambert,4.10,63,21,28,13,1,0,6,0,1951,Paperback,English,1595264,Tippy Parrish
1602024,Rainbow After Rain,Janet Lambert,4.20,70,32,21,16,1,0,9,0,1953,Paperback,English,1595265,Tippy Parrish
1602019,Cien Poemas de Kabir,"Kabir, Rabindranath Tagore",4.14,774,343,260,128,26,17,75,,1448,,Spanish,821124,
1602021,A Song in Their Hearts,Janet Lambert,3.89,53,15,22,12,3,1,7,0,December 1956,Paperback,English,1595262,Tippy Parrish
1602026,XSL-FO,Dave Pawson,3.50,14,3,4,5,1,1,1,282,August 15th 2002,Paperback,English,1595267,
1602039,Der Taoist von Huashan : in der Schulung beim Grossmeister des Heiligen Berges,Ming-Dao Deng,4.24,148,70,51,21,5,1,13,285,1983,,German,411544,
422432,The Wandering Taoist,Ming-Dao Deng,4.24,148,70,51,21,5,1,13,272,1983,Paperback,English,411544,
1602045,Basic Conditions of Taoist Thunder Magic,Florian C. Reiter,4.33,3,2,0,1,0,0,2,135,2007,,English,1595286,
1602046,Misterio Bufo,Dario Fo,4.15,279,112,113,41,10,3,12,136,1969,Paperback,Spanish,7291152,
1602072,Excuse Me Your Rejection Is Showing,Phil Gibson,3.00,7,3,0,1,0,3,1,,May 1st 1993,Paperback,English,1595314,
1602073,"The Years That Were Fat: Peking, 1933 1940",George N. Kates,4.38,24,13,8,2,1,0,5,,June 15th 1967,Paperback,English,1595315,
1602075,Win the Fat War: 145 Real-Life Secrets to Weight-Loss Success,Anne Alexander,3.38,16,3,4,5,4,0,2,243,January 1st 2000,Hardcover,English,1595317,
198790,Let Go of Clutter,Harriet Schechter,3.57,49,7,18,20,4,0,8,193,December 4th 2000,Paperback,English,192302,
1602083,Der Findling,D.M. Cornish,3.89,7649,2543,2697,1648,543,218,710,416,May 18th 2006,Hardcover,,423378,Monster Blood Tattoo
1602106,"Haibane Renmei Gashuu Guri no Machi, Haibane no Niwa de",Yoshitoshi Abe,4.20,10,5,4,0,0,1,0,80,December 25th 2003,Hardcover,Japanese,1595349,
1602108,Can't Pay? Won't Pay!,"Dario Fo, Lino Pertile",3.85,449,128,177,101,35,8,39,71,May 1st 1977,Paperback,English,990634,
1602109,Elizabeth: Almost by Chance a Woman,"Dario Fo, Gillian Hanna",3.57,37,8,13,9,6,1,6,96,1984,Paperback,English,383143,
1602121,Walking Among the Unseen,Hannah Hurnard,4.20,55,29,9,16,1,0,9,,August 5th 1977,Paperback,English,1595364,
1602118,Zeitmanagement Fur Dummies Horbuch,Jeffrey J. Mayer,3.19,95,13,20,40,16,6,11,350,April 10th 1995,Audio CD,,2258895,
1602123,Don't Waste Your Time in the Canadian Rockies: The Opinionated Hiking Guide,"Kathy Copeland, Craig Copeland",4.59,68,47,16,3,2,0,11,539,January 1st 1994,Paperback,English,1595366,
1602136,The Penguin Dictionary of International Relations,"Graham Evans, Richard Newnham",4.01,74,26,29,14,4,1,4,640,August 27th 1998,Paperback,,1595379,
1602139,Living & Working In Switzerland:  A Survival Handbook,David Hampshire,3.78,82,15,36,29,2,0,7,,December 1989,Paperback,English,1595384,Living and Working
1602137,Naseby 1645: The triumph of the New Model Army,Martin Marix Evans,3.50,14,0,9,3,2,0,4,96,January 22nd 2002,Paperback,English,1595380,Osprey Campaign
114795,Living and Working in Switzerland: A Survival Handbook,David Hampshire,3.78,82,15,36,29,2,0,7,448,December 1989,Paperback,English,1595384,Living and Working
1602146,Beyond Chocolate: Understanding Swiss Culture,Margaret Oertig-Davidson,3.51,65,8,26,22,9,0,12,240,May 1st 2002,Paperback,,1595389,
1602141,Living And Working In Switzerland: A Survival Handbook,David Hampshire,3.78,82,15,36,29,2,0,7,,December 1989,Paperback,English,1595384,Living and Working
1602143,Living and Working in Switzerland,David Hampshire,3.78,82,15,36,29,2,0,7,,December 1989,Paperback,English,1595384,Living and Working
1602148,A Problem of Presence: Beyond Scripture in an African Church,Matthew Engelke,3.71,28,5,11,11,1,0,3,321,January 1st 2007,Paperback,English,1595391,
1602149,Le Don,"Vladimir Nabokov, Raymond Girard",4.01,3450,1278,1227,700,183,62,219,544,1938,Paperback,French,144481,
1602162,El rayo que no cesa,Miguel Hernández,4.21,675,308,231,107,27,2,34,76,1936,,,1595405,
1602160,Anointed to Be God's Servants: How God Blesses Those Who Serve Together,"Henry T. Blackaby, Thomas Blackaby",3.86,22,4,12,5,1,0,4,224,2005,Hardcover,English,527738,Biblical Legacy Series
1602158,La Métamorphose,Franz Kafka,3.83,695949,216146,245046,158889,51699,24169,19859,192,1915,Paperback,French,2373750,
12188,Strong Opinions,Vladimir Nabokov,3.99,951,297,403,207,36,8,85,368,1973,Paperback,English,521097,
1602167,Un diamant gros comme le Ritz,"F. Scott Fitzgerald, Bernard Willerval, Marie-Pierre CASTELNAU",3.66,2699,544,993,899,224,39,247,825,1922,Paperback,French,25329138,
1602166,Gatsby Le Magnifique,F. Scott Fitzgerald,3.93,3988731,1428189,1337962,841441,263636,117503,71823,,April 10th 1925,Unknown Binding,French,245494,
1602168,Le Dernier Nabab,F. Scott Fitzgerald,3.65,10432,2126,3768,3469,884,185,786,246,1941,Paperback,French,1939873,
1602172,La sorcière rousse,F. Scott Fitzgerald,3.18,277,28,67,118,54,10,20,128,1921,Paperback,French,6553281,
1602170,La fêlure,F. Scott Fitzgerald,3.91,3082,923,1171,812,140,36,198,512,1936,Mass Market Paperback,French,2183560,
161719,The Notebooks of F. Scott Fitzgerald,"F. Scott Fitzgerald, Matthew J. Bruccoli",4.17,72,29,30,11,0,2,2,359,January 1st 1978,Hardcover,English,156081,
1602171,Les enfants du jazz,F. Scott Fitzgerald,3.92,6448,1837,2651,1609,282,69,465,436,1922,,French,21695643,
3301759,The Murders in the Rue Morgue - a C. Auguste Dupin Short Story,"Edgar Allan Poe, Delfino Cinelli, Carlos Olivera",3.89,27274,8029,10380,6943,1583,339,1245,38,April 1st 1841,Paperback,English,18440614,C. Auguste Dupin
1602177,La Fêlure et autres nouvelles/The Crack-Up and other short stories,F. Scott Fitzgerald,3.96,112,30,51,28,2,1,13,224,July 1st 1965,Poche,,40716346,
1602175,Les heureux et les damnés,F. Scott Fitzgerald,3.75,46246,11236,17510,13067,3569,864,2898,506,March 1922,Paperback,French,2432116,
