BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear
12100307,"Shock of Gray: The Aging of the World's Population and How It Pits Young against Old, Child against Parent, Worker against Boss, Company against Rival, and Nation against Nation",Ted C. Fishman,3.48,194,32,68,63,23,8,38,401,Hardcover,English,10682389,None,2010
12100342,"Vegetables, Revised: The Most Authoritative Guide to Buying, Preparing, and Cooking, with More than 300 Recipes",James Peterson,4.05,506,217,152,94,30,13,27,400,Hardcover,English,83389,None,1998
12100354,A Most Dangerous Profession,Karen Hawkins,3.93,899,290,328,220,50,11,64,384,ebook,English,16232703,Hurst Amulet,2011
12100380,"Varieties of Religious Experience, a Study in Human Nature",William  James,3.97,11133,4286,3732,2042,652,421,489,763,ebook,English,1751058,None,1901
12100412,Cooking the Books,Kerry Greenwood,3.96,1818,543,746,453,62,14,210,312,Paperback,English,17069226,Corinna Chapman,2011
12100420,President James Buchanan A Biography,Philip Shriver Klein,3.71,456,125,145,132,39,15,47,0,Nook,English,1242337,None,1962
12100426,Winnie the Pooh,Walt Disney Company,4.32,848,481,204,130,22,11,19,48,Hardcover,English,3088071,None,1977
12100446,Professional Idiot: A Memoir,"Stephen ""Steve-O"" Glover, David Peisner",4.09,2839,1070,1126,509,100,34,248,304,Audiobook,English,15760928,None,2011
12100489,جانستان كابلستان,Reza Amirkhani,3.97,874,284,361,172,36,21,149,270,Paperback,Persian,16386891,None,2012
12100482,Heidi,Johanna Spyri,3.99,177674,66170,58672,41122,9141,2569,4248,240,Paperback,English,1738595,Heidi,1880
12100486,Shadows in Flight,"Orson Scott Card, Stefan Rudnicki",3.8,17236,4593,6396,4766,1220,261,1109,7,Audio CD,English,16910905,The Shadow Series,2011
12100499,Paradise And Other Stories,Khushwant Singh,3.55,446,94,154,130,41,27,36,148,Paperback,English,105295,None,2004
12100509,"Forgotten Husband (Santanas, #1)",Helen Bianchin,3.45,346,66,101,121,39,19,39,270,Kindle Edition,English,2815065,Santanas Men,1995
12100519,DOG,Juliet Clutton-Brock,4.05,155,68,40,35,11,1,17,0,Hardcover,English,1831356,Enciclopédia Visual- Verbo,1991
12100517,Jack of Diamonds,Bryce Courtenay,4.01,2157,760,841,411,97,48,226,711,Hardcover,English,17069339,None,2012
1000752,Just David,Eleanor H. Porter,4.21,1111,546,331,171,46,17,164,240,Hardcover,English,986243,None,1916
12100611,"The Young Merlin Trilogy Passager, Hobby, And Merlin",Jane Yolen,3.71,466,110,162,152,32,10,47,270,Paperback,English,2027385,The Young Merlin Trilogy,2004
12100615,Absolution,Jennifer Laurens,4.01,957,385,293,207,52,20,103,220,Hardcover,English,13018221,Heavenly,2010
7882096,Dewey's Nine Lives: The Legacy of the Small-Town Library Cat Who Inspired Millions,Vicki Myron,4.05,3311,1387,983,709,175,57,345,306,Hardcover,English,11085847,Dewey Readmore,2008
12100648,The Finder,Colin Harrison,3.42,753,90,266,285,91,21,140,270,Kindle Edition,English,2991229,None,2008
12100649,Might As Well Be Dead,Rex Stout,4.13,2197,822,882,449,39,5,155,270,Paperback,English,2318415,Nero Wolfe ,1956
12100657,Père Goriot,Honoré de Balzac,3.85,47298,13899,17713,11488,3276,922,1949,0,Nook,English,72392,La Comédie Humaine,1835
2141382,Los días del fuego,Liliana Bodoc,4.29,1067,539,357,127,29,15,85,468,Paperback,Spanish,2146871,La saga de los confines,2004
2141381,Los días de la sombra,Liliana Bodoc,4.28,1203,581,431,146,32,13,90,379,Paperback,Spanish,2146870,La saga de los confines,2002
12100677,Bleak House,Charles Dickens,4.0,100869,39791,33253,18846,6082,2897,4410,965,Paperback,English,2960365,None,1853
12100694,Lazarus Awakening: Finding Your Place in the Heart of God,Joanna Weaver,4.19,310,140,107,49,9,5,55,256,Paperback,English,14404974,None,2011
12100695,Lazarus Awakening: Finding Your Place in the Heart of God,Joanna Weaver,4.19,310,140,107,49,9,5,55,393,Hardcover,English,14404974,None,2011
12100697,Jane Eyre,Charlotte Brontë,4.13,1701831,785203,524941,267113,79830,44744,45248,280,Paperback,English,2977639,None,1847
12100704,Up From Slavery,Booker T. Washington,4.06,28888,12067,9387,5211,1406,817,1595,270,Paperback,English,358903,None,1900
1990347,Meister Floh: Ein Märchen in sieben Abenteuern zweier Freunde,E.T.A. Hoffmann,3.71,173,43,61,49,16,4,17,217,Paperback,German,1994007,None,1822
12100798,French Chef Cookbook,Julia Child,4.39,1806,1074,472,178,49,33,31,0,Mass Market Paperback,English,3085625,None,1968
12100799,French Chef Cookbook,Julia Child,4.39,1806,1074,472,178,49,33,31,0,Paperback,English,3085625,None,1968
12100805,Adam Bede,"George Eliot, David Case",3.8,23325,6655,8424,5842,1682,722,967,0,Audio,English,21503633,None,1859
12100838,Principles of Anatomy and Physiology Set,"Gerard J. Tortora, Bryan H. Derrickson",4.15,943,455,291,117,40,40,67,1536,Paperback,English,2478404,None,1942
12100857,Two on a tower,Thomas Hardy,3.71,3200,753,1153,966,263,65,235,0,Nook,English,513014,None,1882
12100869,A Courtesan's Scandal,"Julia London, Anne Flosnik",3.72,1125,277,400,329,92,27,106,270,Audiobook,English,6530441,The Scandalous Series,2009
12100865,Divine Comedy,Dante Alighieri,4.04,127339,51581,41952,24293,6775,2738,4151,0,Nook,English,809248,La Divina Commedia,1320
12100900,Pequenos Contratiempos,Jennifer Weiner,3.78,86645,21398,32724,25827,5407,1289,2573,544,Hardcover,Spanish,3111329,None,2004
45032,Mansfield Park,"Jane Austen, Kathryn Sutherland",3.86,295169,88146,107669,75446,18462,5446,10501,488,Paperback,English,2722329,None,1814
12100937,The Necromancers,Robert Hugh Benson,3.52,236,56,65,74,28,13,25,224,Paperback,English,1866464,None,1909
12100938,The Necromancers,Robert Hugh Benson,3.52,236,56,65,74,28,13,25,0,Nook,English,1866464,None,1909
12100941,The Hunchback of Notre-Dame,Victor Hugo,3.99,177798,64502,63029,38161,9015,3091,5305,704,Hardcover,English,3043569,None,1831
12100945,How to Read the Bible for All Its Worth,"Gordon D. Fee, Douglas K. Stuart",4.12,10813,4525,3799,1879,444,166,418,0,MP3 Book,English,420678,None,1981
12100951,Everything You Ever Wanted to Know About Zombies,Matt Mogk,3.94,545,196,169,142,28,10,52,304,ebook,English,16952436,None,2011
12100956,Caroline,Cynthia  Wright,3.85,1901,656,598,427,142,78,150,426,Nook,English,2522908,Rakes & Rebels,1977
12100993,Roosevelt The Lion And The Fox,James MacGregor Burns,3.96,435,127,191,93,19,5,30,0,Nook,English,672215,Roosevelt,1956
12100997,Captains Courageous,Rudyard Kipling,3.88,19741,6161,6862,5210,1135,373,841,0,ebook,English,1105754,None,1897
12100998,Captains Courageous,Rudyard Kipling,3.88,19741,6161,6862,5210,1135,373,841,179,Hardcover,English,1105754,None,1897
12101010,Powerless,Matthew  Cody,4.01,3971,1455,1450,806,174,86,497,279,Hardcover,English,6559316,Supers of Noble's Green,2009
12101030,The Rebel League: The Short and Unruly Life of the World Hockey Association,Ed Willes,4.11,465,158,209,90,6,2,52,0,ebook,English,877554,None,2004
12101053,Caroline,Cynthia  Wright,3.85,1900,656,597,427,142,78,150,328,Kindle Edition,English,2522908,Rakes & Rebels,1977
12101060,"Broken Sky, Volume 3","Chris Wooding, Steve Kyte",4.28,484,237,156,81,9,1,6,189,Hardcover,English,341035,Broken Sky,2000
12101075,The Accidental Taxonomist (The Accidental Library Series),Heather Hedden,3.87,180,47,71,54,7,1,20,475,eBook Kindle,English,13333402,None,2010
12101104,Blood Bound,Rachel Vincent,3.84,6479,1944,2401,1500,434,200,807,467,Kindle Edition,English,15080228,Unbound,2011
33767,A Tale of Two Sisters,Anna Maxted,3.36,1455,203,448,544,194,66,131,368,Hardcover,English,2429,None,2006
12101115,Tom Sawyer,Mark Twain,3.92,790559,258435,286333,183491,45043,17257,10562,0,Hardcover,English,41326609,Adventures of Tom and Huck,1876
1919127,The Ladybird,D.H. Lawrence,3.32,204,27,56,84,29,8,26,88,Paperback,English,1921205,None,1923
12101117,Tom Sawyer,"Anna Kirwan, Judith Hunt, Mark Twain",3.92,790559,258435,286333,183491,45043,17257,10562,64,Paperback,English,41326609,Adventures of Tom and Huck,1876
12101135,The Eye of the Crystal Ball,Willow Rose,3.81,267,102,66,60,23,16,69,270,Nook,English,16791586,The Wolfboy Chronicles,2011
12101136,Fires of Prometheus,Michael G. Thomas,3.72,393,76,154,139,23,1,3,290,Kindle Edition,English,17069993,Star Crusades Uprising,2011
12101143,Eye of the Storm,Kate Messner,3.98,1651,614,566,327,105,39,248,304,Hardcover,English,16346589,None,2012
12101058,Hero Tales from American History,"Henry Cabot Lodge, Theodore Roosevelt",3.67,227,64,57,78,23,5,20,0,Nook,English,6456482,None,1996
12096180,Black Swan,Bruce Sterling,3.62,429,75,167,144,35,8,29,34,Kindle Edition,English,14191242,None,2010
12101181,Powerless,"Matthew  Cody, Gary Dikeos",4.01,3971,1455,1450,806,174,86,497,270,Audio CD,English,6559316,Supers of Noble's Green,2009
12101186,Pandemonium,Lauren Oliver,4.04,222975,85423,80317,42820,10547,3868,14849,375,Paperback,English,14480923,Delirium,2012
12101202,My Lady Gisborne,Charlotte Hawkins,3.82,222,69,78,50,16,9,29,313,Kindle Edition,English,17127638,None,2011
12101218,Your Endowment,Mark A.  Shields,4.52,414,262,113,32,6,1,78,0,Nook,English,7025753,None,2009
12101223,First Boy,Gary D. Schmidt,3.33,711,90,206,290,97,28,155,208,ebook,English,654576,None,2005
1923820,Holy Bible: King James Version,Anonymous,4.41,230068,170470,20201,16070,9417,13910,5783,1590,Hardcover,English,6405906,None,1611
12101264,Gifted Apprentice,Nicholas A. Rose,3.66,176,43,59,50,19,5,13,83,Kindle Edition,English,17070123,None,2011
12101294,"Parenting Without Power Struggles: Raising Joyful, Resilient Kids While Staying Cool, Calm and Connected",Susan Stiffelman,4.03,1016,356,390,225,34,11,163,244,Paperback,English,7187386,None,2009
24658,The Prose Edda,"Snorri Sturluson, Jesse L. Byock",4.17,11498,4738,4364,2035,301,60,565,180,Paperback,English,1198450,None,1220
12101302,The Last Cowboy,Lindsay McKenna,3.91,664,245,207,144,45,23,46,384,Paperback,English,17070162,Jackson Hole,2011
12101305,Bad Medicine,John Reilly,4.01,152,49,64,32,6,1,24,256,ebook,English,13302393,None,2010
12101307,Ritos iguales,"Terry Pratchett, Cristina Macía",4.01,154502,53226,60480,32542,5831,2423,4497,272,Paperback,Spanish,583611,Discworld,1987
12101315,Skyward,Mary Alice Monroe,3.98,2318,782,882,514,114,26,197,270,Kindle Edition,English,260269,None,2003
17245,Dracula,"Bram Stoker, Nina Auerbach, David J. Skal",4.0,991796,366406,348005,206956,51145,19284,28371,488,Paperback,English,3165724,None,1897
12101344,The Prince,"Niccolò Machiavelli, W.K. Marriott",3.82,274064,80853,95864,71268,19535,6544,8995,0,Nook,English,1335445,None,1532
12101345,The Prince,"Niccolò Machiavelli, W.K. Marriott",3.82,274064,80853,95864,71268,19535,6544,8995,0,Nook,English,1335445,None,1532
12101362,McBroom's Wonderful One Acre Farm,"Sid Fleischman, Quentin Blake",4.19,769,357,256,116,24,16,93,64,Paperback,English,345467,Adventures of McBroom,1966
12101361,Special Agent,Candice Delong,3.9,598,180,228,148,34,8,70,0,Audio,English,70141,None,2001
12101368,Krótki podręcznik przekraczania granic,"Gazmend Kapllani, Ewa T. Szyler",3.96,190,55,83,42,9,1,27,152,Paperback,English,3193478,None,2008
12101373,Taksim,Andrzej Stasiuk,3.76,275,67,108,74,20,6,24,323,Paperback,Polish,10801045,None,2009
12101372,Kamień na kamieniu,Wiesław Myśliwski,4.41,833,484,247,72,23,7,106,408,Paperback,Polish,6578532,None,1984
12566747,Таємниця,Yuri Andrukhovych,3.7,210,56,68,60,18,8,6,477,Hardcover,Ukrainian,17574824,None,2007
12101378,Dwanaście kręgów,"Yuri Andrukhovych, Katarzyna Kotyńska",3.76,364,99,124,102,32,7,23,363,Paperback,Polish,4149889,None,2003
12101384,Wieże z kamienia,Wojciech Jagielski,4.07,287,96,133,45,9,4,10,368,Hardcover,Polish,4614560,Terra incognita,2004
12101386,When Santa Fell to Earth,"Cornelia Funke, Paul   Howard, Oliver G. Latsch",3.78,2436,621,901,703,173,38,341,166,Hardcover,English,2393579,None,1994
12101406,American Indian Stories,Zitkála-Šá,3.96,1061,328,434,235,53,11,107,0,Nook,English,847610,None,1921
12101419,Initiation,Imogen Rose,3.8,1985,654,611,473,154,93,149,412,Paperback,English,17070280,Bonfire Academy,2011
12101429,Pelagia i biały buldog,Boris Akunin,3.78,2646,732,967,668,203,76,172,280,Paperback,Polish,560819,Sister Pelagia Mysteries,2000
12101436,"The Annotated Sandman, Vol. 1","Neil Gaiman, Leslie S. Klinger",4.46,764,453,223,77,6,5,87,560,Hardcover,English,17070297,The Sandman,2011
77433,The Surgeon's Mate,Patrick O'Brian,4.4,10848,5611,4055,1079,87,16,366,416,Paperback,English,5277606,Aubrey & Maturin,1980
12101471,Pelagia i Czarny Mnich,Boris Akunin,4.0,1614,564,604,354,67,25,100,334,Paperback,Polish,2116478,Sister Pelagia Mysteries,2001
12101477,Essays,Michel de Montaigne,4.22,4780,2230,1645,687,163,55,326,270,Paperback,English,79408950,None,1595
12101484,Anniversaire Fatal,Amy Gutman,3.46,246,32,84,99,26,5,38,504,Paperback,French,1804262,None,2001
12101486,La Trahison Aux Deux Visages,Joseph Finder,3.94,2929,860,1232,679,123,35,241,330,Paperback,English,873629,None,1998
12101485,Rumeurs,Anna Godbersen,3.85,38040,11611,13163,9856,2599,811,1893,448,Mass Market Paperback,French,3117158,Luxe,2008
12101491,Le Monde sans elle,Kristin Hannah,3.89,33701,10194,12431,8715,1908,453,1785,375,Mass Market Paperback,French,1521035,None,2000
12101495,Las Vegas Baby,Brian Freeman,3.97,4300,1320,1799,964,172,45,301,270,Paperback,French,527721,Jonathan Stride,2006
12101493,Traquées,"Michael Robotham, Sabine Boulongne",4.12,8717,3062,4024,1336,220,75,872,477,Paperback,French,2321031,Joseph O'Loughlin,2008
12101496,Jamais Je Ne Reviendrai,Brian Freeman,3.9,7866,2296,3253,1743,366,208,713,568,Paperback,French,1180268,Jonathan Stride,2005
30680,Up in the Air,Walter Kirn,2.87,4706,331,973,1660,1224,518,685,320,Paperback,English,1363960,None,2001
12101502,A nulle autre pareille,Kristin Hannah,4.08,31938,11032,13670,6177,852,207,2023,418,Paperback,French,2958245,None,2004
12101507,Tais Toi à Jamais,Julie Corbin,3.79,892,225,349,241,63,14,75,384,Paperback,French,6981572,None,2009
1250517,Meisje met negen pruiken,Sophie van der Stap,3.36,1440,184,456,549,202,49,134,216,Paperback,Dutch,1239266,None,2006
12101513,Une lumière sur la neige,Anita Shreve,3.6,28421,4354,11002,10581,2170,314,2051,280,Mass Market Paperback,French,3165570,None,2004
12101514,Le lac aux sortilèges,Maeve Binchy,3.94,21381,6454,8436,5484,848,159,898,667,Mass Market Paperback,French,219754,None,1994
12101515,Danse d'une nuit d'été,Maeve Binchy,3.71,18129,4235,6551,5589,1411,343,1352,377,Mass Market Paperback,French,41459,None,2004
12101521,Les Lettres Du Mercredi,Jason F. Wright,3.62,19973,4609,6585,6054,2078,647,3831,286,Paperback,English,2054515,None,2007
12101523,Folie Furieuse,"Lee Child, Isabelle St. Martin",4.21,99996,40812,42218,14378,1851,737,3437,382,Paperback,English,213966,Jack Reacher,2005
12101533,Héritière Malgré Moi,"Lynn Messina, Nadine Ginape-Mercier",3.25,217,35,43,89,41,9,14,344,Paperback,French,784574,None,2004
12101532,Divorce à petit feu,"Clare Dowling, Raphaële Eschenbrenner",3.14,174,16,43,75,30,10,21,402,Paperback,French,1735746,None,2006
12101534,Cleptomania,"Mary Carter, Raphaële Eschenbrenner",3.31,336,48,103,108,59,18,51,332,Paperback,French,1369702,None,2006
12101540,Le Dixième Cadeau,Jane Johnson,3.83,5880,1528,2381,1507,366,98,802,270,Paperback,English,2899427,None,2006
12101546,Comme un feu secret,"Belva Plain, Rebecca Satz",3.8,1604,482,513,458,108,43,87,351,Paperback,French,659742,None,2000
12101555,Trente ans déjà,Mike Gayle,3.53,2264,389,782,796,245,52,178,400,Paperback,French,2570657,None,2001
1239609,Do You Come Here Often?,Alexandra Potter,3.8,2006,597,652,552,160,45,118,400,Paperback,English,1228279,None,2004
12101565,Baby Boum !,Wendy  Holden,2.99,1827,213,366,648,398,202,132,478,Paperback,English,2077153,None,2000
12101567,Cerises Givrées,"Emma Forrest, Laure Manceau",3.47,236,54,60,76,34,12,18,326,Paperback,French,43929,None,2005
255476,Singletini,Amanda Trimble,3.36,541,112,124,190,79,36,64,352,Paperback,English,247601,None,2006
12101571,L'art D'accommoder Les Restes,"Nina Killham, Valérie Dariot",3.06,675,74,159,239,142,61,141,259,Paperback,English,389549,None,2002
12101586,Great Stone Face,Nathaniel Hawthorne,3.8,445,128,153,124,28,12,59,88,School & Library Binding,English,46051909,None,1850
12101588,Pelagia i czerwony kogut,Boris Akunin,3.84,1189,375,402,289,91,32,77,418,Paperback,Polish,1546239,Sister Pelagia Mysteries,2000
12101589,Scoundrel,Bernard Cornwell,3.94,1481,458,581,359,68,15,58,320,Hardcover,English,993903,Thrillers,1992
12101628,Under the Hawthorn Tree,"Ai Mi, Anna Holmwood",3.59,1716,366,574,537,187,52,216,352,Paperback,English,17070494,None,2007
12101627,Large Print Compact Bible-HCSB,Anonymous,4.6,3016,2290,422,181,67,56,141,1552,Leather Bound,English,19114771,None,1999
12101657,Radca stanu,"Boris Akunin, Zbigniew Landowski",4.21,4264,1884,1564,658,130,28,138,334,Paperback,Polish,3324541,Erast Fandorin Mysteries,1999
12101656,Bingo Barge Murder,Jessie Chandler,3.45,392,72,123,127,51,19,69,242,Kindle Edition,English,14532036,A Shay O'Hanlon Caper,2011
12101661,Cuando la Comida Es Mas Que Comida: Un Camino Espiritual Para Perder Peso y Recuperar la Autoestima,Geneen Roth,3.64,15224,4147,4727,3822,1715,813,1662,189,Paperback,Spanish,6955056,None,2009
12101662,Cuando la Comida Sustituye Al Amor,Geneen Roth,4.04,1878,729,650,375,99,25,155,0,Paperback,English,38885,None,1991
12101672,The Best of C.M. Kornbluth,"C.M. Kornbluth, Frederik Pohl",4.08,235,89,91,41,12,2,25,312,Hardcover,English,41150,None,1976
13444808,The Trader's Wife,Anna Jacobs,4.29,619,313,211,66,19,10,58,325,Paperback,English,17070542,The Traders,2011
427963,The Christian Tradition 4: Reformation of Church & Dogma 1300-1700,Jaroslav Pelikan,4.38,174,83,76,13,2,0,10,478,Paperback,English,2485566,The Christian Tradition,1984
12101694,Skyborn,John Jackson Miller,3.55,3676,771,1053,1379,365,108,110,41,Kindle Edition,English,6826128,Star Wars: Lost Tribe of the Sith,2009
12101696,Cyborg Assault,Vaughn Heppner,3.97,985,303,412,215,47,8,16,358,Kindle Edition,English,15824268,Doom Star,2011
38296,The Last of the Mohicans,James Fenimore Cooper,3.7,92775,25938,30172,23803,8687,4175,2722,410,Paperback,English,2064030,The Leatherstocking Tales,1826
12101703,Praetorian,Simon Scarrow,4.24,3448,1498,1369,514,55,12,114,497,Paperback,English,17070571,Eagle,2011
12101705,Praetorian,Simon Scarrow,4.24,3448,1498,1369,514,55,12,114,368,Hardcover,English,17070571,Eagle,2011
12101716,20 Years Younger,"Bob Greene, Harold A. Lancer",3.45,265,40,84,103,31,7,38,270,Audio,English,14813343,None,2011
12101713,"Winesburg, Ohio (Aziloth Books)",Sherwood Anderson,3.84,30838,9415,10809,7569,2281,764,2373,134,Paperback,English,191520,None,1919
12101714,"Winesburg, Ohio",Sherwood Anderson,3.84,30838,9415,10809,7569,2281,764,2373,0,Nook,English,191520,None,1919
12101717,The Velveteen Rabbit,"Margery Williams Bianco, David Jorgensen",4.26,235306,125189,64069,32651,8294,5103,3814,10,Hardcover,English,1602074,None,1922
12101731,"The James Joyce Collection (2 classic novels, 1 short story collection, 1 collection of poetry, and one play, all with active Table of Contents)",James Joyce,4.17,360,184,91,54,24,7,9,0,Nook,English,51419257,None,1937
12101726,Wir Ertrunkenen,"Carsten Jensen, Ulrich Sonnenberg",4.24,8310,3985,2849,1072,290,114,1134,785,Kindle Edition,German,1723034,None,2006
12101728,The Adventures Of Tom Sawyer,Mark Twain,3.92,790559,258435,286333,183491,45043,17257,10562,270,Nook,English,41326609,Adventures of Tom and Huck,1876
12101729,The Adventures of Tom Sawyer,Mark Twain,3.92,790559,258435,286333,183491,45043,17257,10562,0,Nook,English,41326609,Adventures of Tom and Huck,1876
3762137,A Ballad for Georg Henig,"Viktor Paskov, Robert Sturm",4.64,2090,1513,437,116,19,5,202,120,Hardcover,English,3806043,None,1987
