BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear
1000059,"Green Arrow, Vol. 2: Sounds of Violence","Kevin Smith, Phil Hester, Ande Parks",4.03,1967,720,710,437,79,21,51,128.0,Paperback,English,1124193,Green Arrow (2001) (Collected Editions),2003
1000049,Dune,Frank Herbert,4.23,840948,429599,248256,111390,33324,18379,27934,605.0,Paperback,English,3634639,Dune,1965
310459,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,3.85,115348,38003,38151,26671,8742,3781,5307,288.0,Paperback,English,1165554,Logans,1976
1000072,A Married Woman,Manju Kapur,3.27,738,114,191,265,114,54,60,310.0,Paperback,English,985563,None,2002
1000071,20 Evidencias Irrefutables de Que Dios Existe: Descubra Por Que Creer en Dios Es Mucho Mas Sensato,"Kenneth D. Boa, Robert M. Bowman Jr.",3.83,195,54,80,42,11,8,18,254.0,Paperback,Spanish,845546,None,1902
1000077,The View from the Center of the Universe: Discovering Our Extraordinary Place in the Cosmos,"Joel R. Primack, Nancy Ellen Abrams",4.01,404,160,131,79,26,8,38,400.0,Hardcover,English,985568,None,2006
1000073,Home,Manju Kapur,3.44,834,147,248,290,121,28,79,293.0,Paperback,,344688,None,2006
1000074,"Married Woman, A",Manju Kapur,3.27,738,114,191,265,114,54,60,293.0,,,985563,None,2002
1000076,Home,Manju Kapur,3.44,834,147,248,290,121,28,79,293.0,,English,344688,None,2006
1000075,Difficult Daughters,Manju Kapur,3.56,2253,411,790,758,228,66,136,293.0,,,344693,None,1998
1000078,The View from the Center of the Universe: Discovering Our Extraordinary Place in the Cosmos,"Joel R. Primack, Nancy Ellen Abrams",4.01,404,160,131,79,26,8,38,386.0,Paperback,English,985568,None,2006
1000082,The Mask of Motherhood: How Becoming a Mother Changes Everything and Why We Pretend It Doesn't,Susan Maushart,3.82,277,78,112,54,26,7,33,368.0,Hardcover,English,985573,None,1997
1000089,Trojan Odyssey,Clive Cussler,3.94,17324,5076,7071,4427,628,122,426,485.0,Hardcover,English,1272308,Dirk Pitt,2003
1000086,Trojan Odyssey,Clive Cussler,3.94,17324,5076,7071,4427,628,122,426,293.0,,English,1272308,Dirk Pitt,2003
1000097,The Year Mom Won the Pennant,Matt Christopher,3.54,162,30,48,66,15,3,11,147.0,Paperback,English,985588,None,1973
1000087,Trojan Odyssey,Clive Cussler,3.94,17324,5076,7071,4427,628,122,426,293.0,Hardcover,English,1272308,Dirk Pitt,2003
1000019,Una pasion Indomable,Penelope Williamson,3.81,426,135,151,84,38,18,51,572.0,Hardcover,,985503,None,1990
1000088,Trojan Odyssey,Clive Cussler,3.94,17324,5076,7071,4427,628,122,426,293.0,Paperback,English,1272308,Dirk Pitt,2003
1000098,Confessions of a Spy,Pete Earley,4.05,420,138,186,79,15,2,23,365.0,Hardcover,English,264755,None,1997
1000090,Trojan Odyssey,Clive Cussler,3.94,17324,5076,7071,4427,628,122,426,293.0,Hardcover,English,1272308,Dirk Pitt,2003
1000096,"Strontium Dog: Search/Destroy Agency Files, Vol. 1","John Wagner, Alan Grant, Carlos Ezquerra, Brendan McCarthy, Ian   Gibson, Keith Page",4.04,230,74,98,51,7,0,27,336.0,Paperback,English,985587,Strontium Dog: Search/Destroy Agency Files,2007
1000095,Girls of Summer,Barbara Bretton,4.08,567,215,215,107,27,3,37,293.0,Hardcover,English,221629,Shelter Rock Cove ,2003
1000109,Tristan And Iseult,"Rosemary Sutcliff, Victor G. Ambrus",3.63,728,148,259,237,71,13,72,139.0,Paperback,English,1719425,None,1971
1000121,Flambards,K.M. Peyton,4.06,1831,706,666,358,74,27,107,224.0,Paperback,English,2071224,Flambards,1911
1000141,The Path of Least Resistance for Managers,"Robert Fritz, Peter M. Senge",4.13,293,141,82,48,12,10,5,156.0,Paperback,English,985632,None,1999
1000133,Pinocchio,"James Riordan, Carlo Collodi, Victor G. Ambrus",3.85,70945,23495,22128,18454,5133,1735,2517,293.0,Paperback,English,2685281,None,1883
1000146,A Theology for the Church,Daniel L. Akin,4.2,283,121,108,44,10,0,25,992.0,Hardcover,English,985637,None,2007
1000153,Jackie & Me,Dan Gutman,4.23,3138,1496,1026,488,92,36,258,160.0,Paperback,English,1111465,Baseball Card Adventures,1999
1000164,Honus & Me,Dan Gutman,4.07,2755,1114,937,547,110,47,222,144.0,Paperback,English,1252997,Baseball Card Adventures,1997
54240659,El Libro Infierno (Hispanica),Carlo Frabetti,3.8,199,52,78,50,15,4,15,168.0,Hardcover,Spanish,89304192,None,2002
1000171,Getting Air,Dan Gutman,4.04,620,277,169,114,43,17,125,240.0,Hardcover,English,985662,None,2007
1000163,Shenzhen: A Travelogue from China,Guy Delisle,3.75,6967,1459,2823,2232,397,56,579,148.0,Hardcover,English,2398408,None,2000
1000174,Mr. Louie Is Screwy!,"Dan Gutman, Jim Paillot",4.18,1032,537,254,156,56,29,53,112.0,Paperback,English,985665,My Weird School,2007
1000172,The Kid Who Became President,Dan Gutman,3.98,968,383,287,211,72,15,90,223.0,Paperback,English,985663,The Kid Who Ran for President,1999
1000173,Dr. Carbles Is Losing His Marbles!,"Dan Gutman, Jim Paillot",4.19,1043,555,243,156,63,26,50,99.0,Paperback,English,985664,My Weird School,2007
1000184,The Lighthouse at the End of the World,Stephen Marlowe,3.53,194,43,61,56,23,11,29,324.0,Hardcover,English,985673,None,1995
1000178,The Magnificent Defeat,Frederick Buechner,4.36,667,333,259,59,13,3,40,293.0,,,74285,None,1966
1000180,El Código Secreto De La Biblia,Michael Drosnin,2.86,1900,229,312,614,445,300,148,293.0,Paperback,Spanish,1456262,The Bible Code,1997
1000188,Lighthouse at the End of the World,"Jules Verne, William Butcher",3.64,3053,625,1066,1059,259,44,160,210.0,Paperback,English,32966,None,1905
1000182,The Lighthouse at the End of the World: A Novel,Stephen Marlowe,3.53,194,43,61,56,23,11,29,336.0,Paperback,English,985673,None,1995
777108,Armadale,"Wilkie Collins, John Sutherland",3.93,5973,2115,2058,1251,363,186,357,721.0,Paperback,English,985684,None,1866
1000185,Lighthouse at the End of the World: The First English Translation of Verne's Original Manuscript,"Jules Verne, William Butcher",3.65,3053,626,1065,1059,259,44,160,210.0,Hardcover,English,32966,None,1905
1000193,"Armadale, 2 Volumes (The Works Of Wilkie Collins)",Wilkie Collins,3.93,5975,2116,2059,1251,363,186,357,293.0,Library Binding,,985684,None,1866
1000212,Just Us Women,"Jeannette Franklin Caines, Pat Cummings",4.13,208,88,72,37,8,3,37,32.0,Paperback,English,3342597,None,1982
1000213,Blood Secret,Kathryn Lasky,3.43,276,51,77,96,43,9,45,256.0,Hardcover,English,985704,None,2004
1000220,The Child of the Holy Grail,Rosalind Miles,3.8,1414,411,457,425,94,27,51,293.0,Paperback,English,99639,Guenevere,2000
1000227,Rogue Trader: How I Brought Down Barings Bank and Shook the Financial World,"Nick Leeson, Edward Whitley",3.9,871,247,344,233,38,9,45,272.0,Hardcover,English,1518278,None,1996
1000225,Catch Me If You Can,"Frank W. Abagnale, Stan Redding",4.04,54732,20078,21123,10108,2322,1101,2536,293.0,,,985716,None,1980
1000229,The Rough Guide to India,"David  Abram, Devdan Sen, Nick Edwards",3.97,163,50,69,34,9,1,6,1626.0,Paperback,English,105262,None,1994
1000239,"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York 1941",Mary Pope Osborne,3.98,3892,1408,1281,970,183,50,182,182.0,Hardcover,English,2302525,Dear America,2000
1000231,Whispers,Dean Koontz,3.92,31269,10031,11155,8129,1559,395,620,509.0,Paperback,English,442705,None,1980
1000230,Cold Fire,Dean Koontz,3.8,23125,6062,8319,7067,1411,266,628,423.0,Mass Market Paperback,English,1177617,None,1991
1000238,The Door to December,"Richard Paige, Dean Koontz",3.96,35470,12249,12162,8797,1870,392,767,510.0,Mass Market Paperback,English,2200649,None,1985
1000244,Sauron Dominion,"Jerry Pournelle, Don Hawthorne, John Dalmas, John LaValley, Phillip Pournelle, John Hartnett, Harry Turtledove, Susan Shwartz",3.74,164,35,63,56,9,1,1,356.0,Paperback,English,985735,War World,1991
1000243,Peace Pilgrim: Her Life and Work in Her Own Words,Peace Pilgrim,4.28,623,317,195,89,13,9,95,206.0,Hardcover,English,491395,None,1983
1000255,The Shoe Queen,Anna   Davis,3.27,570,70,157,226,91,26,85,416.0,Paperback,English,985746,None,2007
1000281,City Of Quartz: Excavating the Future in Los Angeles,Mike  Davis,4.14,3093,1254,1196,493,113,37,259,293.0,Paperback,English,985772,None,1990
1000277,Hemp and the Marijuana Conspiracy,Jack Herer,4.49,758,477,198,64,15,4,57,248.0,Paperback,,69355,None,1992
1000282,City Of Quartz,Mike  Davis,4.14,3093,1254,1196,493,113,37,259,293.0,,,985772,None,1990
1000283,City of Quartz: Excavating the Future of Los Angeles,Mike  Davis,4.14,3093,1254,1196,493,113,37,259,472.0,Hardcover,English,985772,None,1990
1000289,The Power of One,Bryce Courtenay,4.32,82081,44405,24845,9034,2414,1383,5373,304.0,Library Binding,English,649656,The Power of One,1989
1000302,"Healthy Sleep Habits, Happy Child",Marc Weissbluth,3.9,10633,3694,3595,2272,764,308,1749,288.0,Paperback,English,2374146,None,1987
1000300,Book in a Month: The Fool-Proof System for Writing a Novel in 30 Days,Victoria Lynn Schmidt,3.8,527,149,176,153,44,5,58,288.0,Spiral-bound,English,985791,None,2007
1000301,"Healthy Sleep Habits, Happy Child: A step-by-step programme for a good night's sleep",Marc Weissbluth,3.9,10634,3694,3596,2272,764,308,1748,528.0,Paperback,English,2374146,None,1987
1000305,Accidental Death of an Anarchist,"Dario Fo, Gavin Richards, Gillian Hanna",4.14,3456,1369,1367,583,110,27,247,112.0,Paperback,English,70627,None,1970
1000303,"John Tyler, the Accidental President",Edward P. Crapol,3.86,1920,711,493,487,186,43,102,332.0,Hardcover,English,985794,None,2006
1000339,I Kissed the Baby!,Mary Murphy,3.97,1195,466,347,286,75,21,133,24.0,Board Book,English,985830,None,2003
1000336,Myths and Legends: Ancient Egypt,Lewis Spence,3.83,362,112,118,97,29,6,22,293.0,Paperback,English,738133,None,1915
1000340,The Light Of Evening,Edna O'Brien,3.25,697,78,208,267,100,44,124,293.0,Hardcover,English,2012486,None,2006
1000341,Down by the River,Edna O'Brien,3.78,538,135,218,129,41,15,64,256.0,Paperback,English,985832,None,1997
1000342,The House Of Splendid Isolation,Edna O'Brien,3.66,909,168,377,276,66,22,80,293.0,Paperback,English,3038187,None,1994
1000347,The Light Of Evening,Edna O'Brien,3.25,697,78,208,267,100,44,124,293.0,Paperback,English,2012486,None,2006
1000358,Girls in Their Married Bliss,Edna O'Brien,3.52,1089,173,384,391,120,21,118,160.0,Paperback,English,1371854,The Country Girls Trilogy,1964
1000363,Wild Decembers,Edna O'Brien,3.51,627,97,238,204,62,26,90,293.0,Paperback,English,10948436,None,1999
1000368,Count Zinzendorf: Firstfruit,"Janet Benge, Geoff Benge",3.97,165,58,58,35,14,0,15,185.0,Paperback,English,985859,Christian Heroes: Then & Now,2006
590493,Night,Edna O'Brien,3.59,222,51,71,68,21,11,32,128.0,Paperback,English,2894666,None,1973
1000365,Das Mädchen mit den grünen Augen,"Edna O'Brien, Margaret Carroux",3.69,1820,343,753,571,131,22,161,277.0,Paperback,German,2096317,The Country Girls Trilogy,1962
1000364,James Joyce,Edna O'Brien,3.78,397,93,158,118,22,6,61,208.0,Paperback,English,985855,Penguin Lives,1999
1000381,Un chant écarlate,Mariama Bâ,3.85,464,136,179,106,30,13,33,250.0,Paperback,French,99162,None,1981
1000373,Leben. Die Ersten Vier Milliarden Jahre,Richard Fortey,4.08,3106,1310,1004,576,159,57,100,443.0,Paperback,,1120848,None,1997
1000383,Dictionnaire des symboles,"Jean Chevalier, Alain Gheerbrant",4.33,635,338,193,85,14,5,46,1060.0,Mass Market Paperback,,86160,None,1982
1000382,The Architecture of Happiness,Alain de Botton,3.87,10291,2880,4032,2636,615,128,822,288.0,Hardcover,English,14280280,None,2006
1000387,Lyon's Gift,Tanya Anne Crosby,3.98,1700,646,551,372,84,47,89,376.0,Mass Market Paperback,English,985878,The Highland Brides,1997
1000392,"Naruto, Vol. 16: Eulogy",Masashi Kishimoto,4.37,7455,4205,2015,1030,175,30,125,200.0,Paperback,English,985883,Naruto,2003
1000402,Passion For Jesus: Growing in Extravagant Love for God,Mike Bickle,4.28,355,185,99,59,10,2,18,224.0,Paperback,English,985893,None,1993
1000397,Born in Blood and Fire: A Concise History of Latin America,John Charles Chasteen,3.9,1863,500,785,492,72,14,152,352.0,Paperback,English,46638,None,2000
1000399,Born In Fire,Sarah Hardesty,4.22,68942,32071,22817,11700,1769,585,1294,293.0,Hardcover,English,1615784,Born In Trilogy,1994
1000400,Born in Fire,"Sarah Hardesty, Nora Roberts",4.22,68942,32071,22817,11700,1769,585,1294,293.0,Paperback,,1615784,Born In Trilogy,1994
1000401,Born in Fire,Nora Roberts,4.22,68942,32071,22817,11700,1769,585,1294,293.0,Audio,English,1615784,Born In Trilogy,1994
1000396,Born in Blood & Fire: A Concise History of Latin America,John Charles Chasteen,3.9,1863,500,785,492,72,14,152,352.0,Hardcover,English,46638,None,2000
1000422,The Tax Inspector,Peter Carey,3.52,1232,199,445,425,121,42,74,304.0,Paperback,English,985913,None,1991
1000426,Gristle: from Factory Farms to Food Safety (Thinking Twice About the Meat We Eat),"Moby, Miyun Park",3.84,212,55,91,46,17,3,36,140.0,Paperback,English,985917,None,2010
1000420,Victorian murderesses: A true history of thirteen respectable French and English women accused of unspeakable crimes,Mary S. Hartman,3.63,271,59,92,86,29,5,46,318.0,Hardcover,English,694573,None,1976
1000451,Pirates of the Caribbean: From the Magic Kindom to the Movies -- Updated,Jason Surrell,4.37,416,244,106,48,11,7,15,148.0,Paperback,English,337025,None,2005
865516,The Cosmic Serpent: DNA and the Origins of Knowledge,Jeremy Narby,4.19,5117,2412,1640,788,192,85,439,257.0,Paperback,English,985969,None,1998
1000478,The Cosmic Serpent,Jeremy Narby,4.19,5120,2415,1640,788,192,85,439,293.0,Hardcover,English,985969,None,1998
1000477,The Cosmic Serpent: Dna And The Origins Of Knowledge,Jeremy Narby,4.19,5120,2415,1640,788,192,85,439,293.0,Hardcover,,985969,None,1998
1000481,Burn Marks,Sara Paretsky,3.91,4065,1048,1774,1087,127,29,152,293.0,Hardcover,English,49479,V.I. Warshawski,1990
1000482,Blood Shot,Sara Paretsky,4.03,9301,2970,3917,2147,222,45,177,293.0,Hardcover,English,3071016,V.I. Warshawski,1988
1000483,Deadlock,Sara Paretsky,3.81,4728,1044,2003,1455,193,33,241,366.0,Hardcover,English,2394304,V.I. Warshawski,1984
1000484,Killing Orders,Sara Paretsky,3.89,4647,1151,2030,1283,155,28,212,361.0,Paperback,English,1638014,V.I. Warshawski,1985
1000485,Bitter Medicine,Sara Paretsky,3.89,4595,1151,2012,1242,153,37,230,340.0,Hardcover,English,470388,V.I. Warshawski,1987
1000486,Windy City Blues,Sara Paretsky,3.86,2204,596,842,646,98,22,111,336.0,Paperback,English,1744306,V.I. Warshawski,1995
1000489,Storming Heaven,Kyle Mills,4.01,1579,509,638,377,46,9,86,293.0,Paperback,English,1161908,Mark Beamon,1998
1000497,Hidden in Plain View:: A Darryl Billups Mystery,Blair S. Walker,3.22,244,37,58,91,38,20,20,240.0,Paperback,English,985988,Darryl Billups,1999
1000505,Shake Speares Sonnets: Never Before Imprinted; A Lovers Complaint,William Shakespeare,4.25,2213,1107,676,332,66,32,71,293.0,,,592685,None,1609
1000516,Dutch: A Memoir of Ronald Reagan,Edmund Morris,3.54,2141,539,610,614,219,159,146,293.0,Hardcover,English,366438,None,1999
1000526,Conan of Aquilonia,"L. Sprague de Camp, Lin Carter",4.04,1924,728,660,435,80,21,29,171.0,Mass Market Paperback,English,986017,Conan the Barbarian,1977
1000530,My Russian,Deirdre McNamer,3.05,155,11,35,68,32,9,29,304.0,Paperback,English,986021,None,1999
1000529,Spacetime Physics,"Edwin F. Taylor, John Archibald Wheeler",4.2,230,108,75,35,8,4,13,312.0,Paperback,English,986020,None,1966
1000548,Sidelights on Relativity,Albert Einstein,4.15,547,250,165,104,21,7,25,64.0,Paperback,English,986039,None,1983
458050,Collected Poems and Translations,"Ralph Waldo Emerson, Harold Bloom, Paul  Kane",4.19,176,86,49,30,11,0,7,640.0,Hardcover,English,446551,None,1867
1000546,Tod im Schnee,Brigitte Aubert,3.3,183,36,45,54,34,14,24,351.0,Paperback,German,1232682,None,2000
1000555,Einstein for Beginners,"Joseph Schwartz, Michael McGuinness",3.87,691,211,246,174,54,6,64,176.0,Paperback,English,986046,Writers & Readers Documentary Comic Book,1979
1000551,Relativity: The Special and the General Theory,Albert Einstein,4.2,18533,8825,5772,2955,699,282,673,106.0,Hardcover,English,2638443,None,1916
1000553,Revolutionary Pamphlets,Pyotr Kropotkin,4.2,803,351,298,122,24,8,28,312.0,Paperback,English,1949194,None,1927
1000560,To Live is Christ: Embracing the Passion of Paul,"Beth Moore, Dale W. McClesky",4.33,2164,1174,646,263,50,31,94,319.0,Hardcover,English,251325,None,1997
1000564,The Night Before Christmas,Clement C. Moore,4.37,113074,67101,26838,14500,3154,1481,2286,32.0,Paperback,,3043272,None,1823
1000589,Powers,Deborah Lynn Jacobs,3.57,268,66,72,87,34,9,30,192.0,Hardcover,English,986080,None,2006
33795,Caucasia,Danzy Senna,4.05,7285,2534,3031,1349,282,89,710,413.0,Paperback,English,33837,None,1998
1000591,The Midnight Fox,Betsy Byars,3.74,1059,300,325,318,92,24,118,134.0,Paperback,English,1217396,None,1968
1000592,Caucasia,Danzy Senna,4.05,7285,2534,3031,1349,282,89,710,413.0,Hardcover,English,33837,None,1998
1000594,Caucasia,Danzy Senna,4.05,7285,2534,3031,1349,282,89,710,0.0,Hardcover,English,33837,None,1998
1000598,Death's Door,Betsy Byars,4.06,157,60,56,32,8,1,15,144.0,Paperback,English,986089,Herculeah Jones Mysteries,1997
1000597,Caucasia,Danzy Senna,4.05,7285,2534,3031,1349,282,89,710,353.0,Paperback,English,33837,None,1998
1000596,From Caucasia With Love,Danzy Senna,4.05,7285,2534,3031,1349,282,89,710,293.0,Paperback,,33837,None,1998
1000614,Walkin' the Dog,Walter Mosley,4.0,1505,433,706,313,46,7,105,288.0,Paperback,English,961234,Socrates Fortlow,1999
1000633,The Game of Powers (Nobilis),R. Sean Borgstrom,4.35,159,90,42,21,5,1,12,78.0,Paperback,English,986146,None,1999
1000640,No Child's Game: Reality TV 2083,Andrea White,3.84,171,47,67,44,9,4,29,327.0,Hardcover,,986131,None,2005
1000655,Nobilis,"R. Sean Borgstrom, Bruce Baugh",4.35,159,90,42,21,5,1,12,304.0,Hardcover,English,986146,None,1999
1000683,Sunset Express,Robert Crais,4.19,15055,5905,6488,2375,216,71,409,336.0,Paperback,English,951598,Elvis Cole and Joe Pike,1996
1000693,Mujeres Libres: El Anarquismo y La Lucha Por La Emancipación de Las Mujeres,Martha A. Ackelsberg,4.24,299,130,123,37,5,4,20,320.0,Paperback,Spanish,439217,None,1991
1000703,Top 10 Barcelona (DK Eyewitness Travel),Annelise Sorensen,4.03,302,106,119,61,13,3,14,293.0,,,400807,None,2002
1000702,"The Girl Who Walked Home Alone: Bette Davis, a Personal Biography",Charlotte Chandler,3.93,1032,349,359,245,57,22,80,368.0,Paperback,English,17019,None,2006
1000707,State of Emergency: The Third World Invasion and Conquest of America,Patrick J. Buchanan,3.83,292,105,84,67,21,15,32,308.0,Paperback,English,13071,None,2006
1000704,Where the Right Went Wrong,Patrick J. Buchanan,3.73,348,89,123,99,28,9,42,293.0,Hardcover,English,244925,None,2004
1000718,The Day of the Scorpion,Paul Scott,4.3,1448,711,520,178,24,15,108,493.0,Paperback,English,705593,The Raj Quartet,1968
1000725,The Hammer,"S.M. Stirling, David Drake",4.1,1260,475,477,274,31,3,14,320.0,Paperback,English,986216,The General,1992
1000724,The Towers of Silence,Paul Scott,4.29,1241,601,446,157,26,11,90,399.0,Paperback,English,1955867,The Raj Quartet,1971
1000738,A Mother's Heart,Jean Fleming,4.32,385,202,121,47,13,2,65,208.0,Paperback,English,986229,None,1982
1000752,Just David,Eleanor H. Porter,4.2,1104,540,330,171,46,17,162,240.0,Hardcover,English,986243,None,1916
1000743,The Canterbury Tales,"Geoffrey Chaucer, Robert W. Hanning",3.51,194793,39146,60295,63906,23207,8239,3457,576.0,Paperback,English,986234,None,1400
1000746,The Canterbury Tales,"Geoffrey Chaucer, Robert W. Hanning, Peter Tuttle",3.51,194793,39146,60295,63906,23207,8239,3457,912.0,Paperback,English,986234,None,1400
1000751,Pollyanna,Eleanor H. Porter,3.98,78512,29988,24898,17613,4226,1787,2226,304.0,Paperback,English,1099715,Pollyanna,1913
1000756,Thomas Jefferson: Author of America,Christopher Hitchens,3.92,3232,880,1421,763,133,35,291,272.0,Hardcover,,986247,None,2005
1000754,God Is Not Great: The Case Against Religion,Christopher Hitchens,3.95,94746,35938,32054,16877,5431,4446,4815,307.0,Hardcover,English,3442838,None,2007
1000768,What Is Property,Pierre-Joseph Proudhon,3.82,1219,340,448,320,89,22,49,408.0,Paperback,English,1299574,None,1840
1000773,Rush Limbaugh Is a Big Fat Idiot and Other Observations,Al Franken,3.93,8751,2872,3285,1936,395,263,275,271.0,Hardcover,,986265,None,1996
1000774,Rush Limbaugh Is a Big Fat Idiot and Other Observations,Al Franken,3.93,8751,2872,3285,1936,395,263,275,341.0,Paperback,English,986265,None,1996
1000771,Betrayal,"Grace Cavendish, Patricia Finney",3.98,1488,492,544,386,56,10,69,197.0,Hardcover,,912658,Lady Grace Mysteries,2004
1000772,Rush Limbaugh Is a Big Fat Idiot and Other Observations (Americana),Al Franken,3.93,8751,2872,3285,1936,395,263,275,380.0,Hardcover,English,986265,None,1996
117710,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,256.0,Paperback,English,986300,None,1995
1000808,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,246.0,Hardcover,English,986300,None,1995
1000807,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,256.0,Mass Market Paperback,,986300,None,1995
1000809,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,293.0,Audiobook,English,986300,None,1995
1000810,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,256.0,Paperback,English,986300,None,1995
210062,Drinking the Sea at Gaza: Days and Nights in a Land Under Siege,"Amira Hass, Elana Wesley, Maxine Kaufman-Lacusta, Maxine Nunn",4.12,315,129,121,47,10,8,25,400.0,Paperback,English,203321,None,1999
1000811,Raptor Red,Robert T. Bakker,3.93,8154,2831,2777,1884,505,157,492,288.0,Mass Market Paperback,English,986300,None,1995
1000818,Boire la mer à Gaza,Amira Hass,4.12,315,129,121,47,10,8,25,293.0,Paperback,French,203321,None,1999
1000817,"Surgical Recall for PDA: Powered by Skyscape, Inc.",Lorne H. Blackbourne,4.15,265,126,68,56,14,1,29,293.0,CD-ROM,,4295929,None,2002
79679,The Disappearance of Childhood,Neil Postman,3.99,1417,480,554,304,52,27,168,192.0,Paperback,English,986319,None,1982
1000828,Disappearance of Childhood,Neil Postman,3.99,1417,480,554,304,52,27,168,0.0,Paperback,English,986319,None,1982
1000826,The Disappearance Of Childhood,Neil Postman,3.99,1417,480,554,304,52,27,168,293.0,,,986319,None,1982
1000829,The Disappearance Of Childhood,Neil Postman,3.99,1417,480,554,304,52,27,168,293.0,,,986319,None,1982
1000846,"Rex Libris, Volume I: I, Librarian",James  Turner,3.33,689,125,186,213,118,47,165,176.0,Paperback,English,986337,Rex Libris,2007
1000857,My Lady's Money,Wilkie Collins,3.63,322,60,115,117,29,1,31,140.0,Paperback,English,2153713,None,1879
1000843,The Diversity of Life (College Edition with Study Materials),Edward O. Wilson,4.2,5741,2747,1787,912,203,92,150,552.0,Paperback,English,491112,None,1992
1000855,Hide and Seek,Wilkie Collins,3.73,566,125,222,165,48,6,48,440.0,Paperback,English,621031,None,1854
1000856,Man and Wife,Wilkie Collins,3.92,1064,330,416,247,48,23,96,688.0,Paperback,English,706264,None,1870
1000854,Poor Miss Finch,Wilkie Collins,3.79,802,186,331,231,42,12,87,432.0,Paperback,English,1282792,None,1872
1000861,The Luck of Barry Lyndon,"William Makepeace Thackeray, Martin J. Anisman",3.65,2002,425,753,573,199,52,183,396.0,Hardcover,English,3095962,None,1844
1000866,Comes The Blind Fury,John Saul,3.97,6786,2384,2269,1735,321,77,197,318.0,Paperback,English,9821,None,1980
1000874,The Bartender's Bible: 1001 Mixed Drinks,Gary Regan,4.04,223,96,60,51,12,4,5,352.0,Hardcover,English,443135,None,1991
1000873,Bronskys Geständnis,Edgar Hilsenrath,3.7,503,105,214,129,38,17,32,307.0,Hardcover,German,1000193,None,1980
1000888,Chato's Kitchen [With Paperback Book],Gary Soto,3.88,699,239,211,191,39,19,137,293.0,Audio CD,English,941496,Chato,1995
1000889,Chato's Kitchen,"Gary Soto, Susan Guevara",3.88,699,239,211,191,39,19,137,32.0,Hardcover,English,941496,Chato,1995
1000909,"The Internet Galaxy: Reflections On The Internet, Business, And Society",Manuel Castells,3.73,313,71,125,86,25,6,17,293.0,Hardcover,English,674276,None,2001
1000910,La Era de La Informacion,Manuel Castells,3.98,846,281,345,156,49,15,31,293.0,Paperback,Spanish,497878,The Rise of Network Society,1996
1000918,A Cast of Killers,Gallagher Gray,4.26,316,163,88,52,9,4,42,293.0,Hardcover,English,975797,Hubbert & Lil,1992
