BookID,Title,Author,Rating,Number of raters,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear
12800015,Broken Memories,"R.J. Scott, Diane  Adams",3.65,560,101,218,194,38,9,50,142,ebook,English,17948331,In the Shadow of the Wolf,2011
12800020,The Hunger Pains: A Parody,The Harvard Lampoon,3.9,9953,4790,1860,1623,890,790,782,176,ebook,English,18194783,Lampoon Parodies,2012
12800072,Das Erbe der Muscheln,"M.G. Vassanji, Inge Uffelmann",3.45,182,36,49,65,25,7,20,334,Gebundene Ausgabe,German,75130,None,1989
12800074,Ďáblovy housle,"Joseph Gelinek, Jana Novotná",3.6,391,81,133,136,23,18,34,333,Hardcover,Czech,7100183,None,2008
12800059,The Life & Adventures of Robinson Crusoe,Daniel Defoe,3.68,259316,64060,88469,74833,23476,8478,7186,0,Nook,English,604666,Robinson Crusoe,1719
12800087,1515,Faisal Tehrani,4.31,714,353,249,95,12,5,90,272,Paperback,English,1758634,None,2003
12800102,Het ivoor van Magohamoth,"Christophe Arleston, Didier Tarquin",4.01,745,249,317,126,40,13,29,48,Paperback,Dutch,2277148,Lanfeust de Troy,1994
12800106,The Jesus Way: A Conversation on the Ways That Jesus Is the Way,Eugene H. Peterson,4.31,1131,566,393,136,27,9,85,304,Paperback,English,448673,Spiritual Theology,2007
12800109,Thanos de schaamteloze,"Christophe Arleston, Didier Tarquin",4.06,505,173,218,91,19,4,7,48,Paperback,Dutch,2277151,Lanfeust de Troy,1995
12800093,The Best Mistake Ever! and Other Stories,Richard Scarry,4.21,814,406,230,136,27,15,44,48,ebook,English,1345097,None,1982
12800116,Positive Addiction (Harper Colophon Books),William Glasser,3.85,186,54,72,43,12,5,23,260,Kindle Edition,English,1241601,None,1976
12800114,Reality Therapy: A New Approach to Psychiatry (Colophon Books),William Glasser,3.9,687,236,232,157,41,21,36,260,Kindle Edition,English,647288,None,1965
12800120,Kasteel Goud Azuur,"Christophe Arleston, Didier Tarquin",4.12,434,150,196,79,7,2,8,48,Paperback,Dutch,2277154,Lanfeust de Troy,1996
12800136,The Holy Bible - King James Version - (with Direct Verse Access),"Anonymous, Alexandre Pires Vieira",4.41,232338,171868,20536,16278,9549,14107,5875,0,Nook,English,6405906,None,1611
12800172,The Exorcism of Anneliese Michel,Felicitas D. Goodman,3.98,199,73,77,29,12,8,25,251,Hardcover,English,1104998,None,1981
12800169,Wuthering Heights,"Emily Brontë, Amanda Lee",3.87,1425362,516110,439020,295342,112993,61897,40951,260,Nook,English,1565818,None,1847
12800230,The Fall,Claire McGowan,3.95,1878,640,685,422,90,41,102,384,Paperback,English,17948564,None,2012
12800228,Las mejores historias del Joker jamás contadas,"Mike Gold, Florencio Pons Castella, Bill Finger, Bob Kane, Lew Sayre Schwartz, Win Mortimer, Dick Sprang, David Vern Reed",4.17,1511,706,463,265,52,25,47,288,Hardcover,Spanish,1465626,The Greatest Stories Ever Told,1988
12800231,The Fall,Claire McGowan,3.95,1878,640,685,422,90,41,102,384,Hardcover,English,17948564,None,2012
12800268,"Berserk , Vol. 1",Kentaro Miura,4.42,21055,12832,5277,2136,546,264,846,224,Paperback,Spanish,241146,ベルセルク / Berserk,1990
12800281,Η τέχνη του ταξιδιού,"Alain de Botton, Γιάννης Ανδρέου",3.83,20873,5938,7848,5160,1422,505,1362,320,Paperback,"Greek, Modern (1453-)",812271,None,2002
12800312,Μικρή φιλοσοφία του έρωτα,"Alain de Botton, Γιάννης Ανδρέου",3.98,24454,8067,9693,5141,1235,318,2321,315,Paperback,"Greek, Modern (1453-)",14280312,None,1993
873296,Sensational Spider-Man: Feral,"Roberto Aguirre-Sacasa, Clayton Crain, Angel  Medina",3.25,155,22,28,75,26,4,16,128,Paperback,English,858656,Sensational Spider-Man (2006),2006
12800311,The Italian's Virgin Bride,Trish Morey,3.61,241,66,64,73,28,10,13,260,Paperback,English,998151,Clemenger Sisters,2004
12800309,Man Eaters of Kumaon,Jim Corbett,4.29,4489,2172,1604,591,93,29,348,250,Paperback,English,463487,None,1944
12800327,Πώς ο Προυστ μπορεί να αλλάξει τη ζωή σου,"Alain de Botton, Γιάννης Ανδρέου",3.76,14731,3445,5796,4240,974,276,1409,232,Paperback,"Greek, Modern (1453-)",14280396,None,1997
12800350,Η αρχιτεκτονική της ευτυχίας,"Alain de Botton, Αντώνης Καλοκύρης",3.87,10429,2923,4077,2669,628,132,835,352,Paperback,"Greek, Modern (1453-)",14280280,None,2006
12800360,Οι χαρές και τα δεινά της εργασίας,"Alain de Botton, Αντώνης Καλοκύρης",3.63,5178,1006,1933,1642,494,103,546,384,Paperback,"Greek, Modern (1453-)",14280293,None,2008
12800378,Scorecasting: [The hidden influences behind how sports are played and games are won],"Tobias J. Moskowitz, L. Jon Wertheim",3.81,5244,1470,1941,1355,333,145,350,0,Audio CD,English,14262813,None,2011
12800387,La caduta dei templari. Saint-Clair,"Jack Whyte, Barbara Serra",3.93,1326,435,491,299,80,21,74,516,Hardcover,Italian,6262688,Templar Trilogy,2009
286131,"Bone, Vol. 9: Crown of Horns",Jeff Smith,4.47,13457,8524,3274,1293,256,110,489,232,Paperback,English,277597,Bone,2004
12800407,Η παρηγορία της φιλοσοφίας,"Alain de Botton, Αντώνης Καλοκύρης",4.01,24260,8001,10116,4881,981,281,2338,368,Paperback,"Greek, Modern (1453-)",14280291,None,2000
12800403,Ernie Pyles War: America's Eyewitness to World War II,James   Tobin,4.21,423,173,181,57,8,4,43,336,Kindle Edition,English,319150,None,1997
12800427,De Monstertrilogie,Tom Lanoye,3.78,296,71,122,79,14,10,6,260,Paperback,Dutch,15053831,Monstertrilogie,2007
12800428,One Man's Initiation: 1917,John Dos Passos,3.36,526,69,151,218,76,12,82,98,Paperback,English,2730970,None,1920
12800459,Pierre and Luce,"Romain Rolland, Charles De Kay",3.65,4570,1027,1623,1339,435,146,271,86,Paperback,English,414962,None,1920
12800455,The Call,Yannick Murphy,3.68,2557,490,1057,764,184,62,508,319,Hardcover,English,15278318,None,2011
12800464,Royal Highness,Thomas Mann,3.63,711,138,254,246,63,10,81,310,Hardcover,English,1119823,None,1909
12800473,Swimming with the Dead,Kathy Brandt,3.76,253,59,94,84,13,3,38,0,Nook,English,821376,An Underwater Investigation,2003
12800484,Μία εβδομάδα στο αεροδρόμιο,"Alain de Botton, Αντώνης Καλοκύρης",3.54,3929,719,1344,1314,442,110,496,156,Paperback,"Greek, Modern (1453-)",14280304,None,2009
12800499,Eruption,Harry Turtledove,3.13,1460,196,376,466,267,155,286,432,ebook,English,15625376,Supervolcano,2011
106027,Somebody Else's Kids,Torey L. Hayden,4.28,6025,2784,2239,899,87,16,227,352,Paperback,English,1147346,None,1981
12800543,Dr House i filozofia - wszyscy kłamią,Henry Jacoby,3.75,1703,431,611,493,135,33,144,272,Paperback,Polish,3836784,Blackwell Philosophy and Pop Culture,2008
12800545,Knights of the Kitchen Table,"Jon Scieszka, Lane Smith",3.69,3381,907,1036,1048,272,118,317,55,Hardcover,English,2811014,Time Warp Trio,1991
