BookID,Title,Author,Rate,Raters,Reviewers,Pages,PublishYear,GenreLink,Series,review,Genre,NumberOfPeople
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,to-read,679
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,history,74
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,ancient-history,48
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,rome,46
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,currently-reading,33
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,owned,26
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,roman,24
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,non-fiction,21
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,nonfiction,20
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,ancient-rome,18
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,war,18
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,antiquity,16
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,ancient,16
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,default,15
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,military-history,13
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,classics,12
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,classical,12
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,own,11
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,books-i-own,9
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,historical,9
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,favorites,9
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,ancient-classics,8
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,penguin-classics,8
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,literature,8
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,roman-history,7
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,latin,6
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,home-library,6
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,historia,5
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,school,5
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,classic,5
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,greeks-and-romans,5
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,owned-books,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,my-library,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,library,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,to-buy,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,classical-history,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,favourites,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,roman-literature,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,european-history,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,politics,4
40003,"The History of Rome, Books 21-30: The War with Hannibal","Livy, Aubrey de Sélincourt, Betty Radice",4.14,3383,78,711.0,17,/work/shelves/13340569,The History of Rome,2,ancient-texts,4
